record_id,event_time,region,channel,amount_str,notes
R00194,2025-10-30T12:35:15Z,A4,Phone,C1 106.45,fee=-10.74; adj=+9.13%; flag=U; items=6
R00269,2025-09-01T01:15:39Z,A4,PHONE,,items=5; adj=-3.79%
R00268,2025-10-20T02:34:37Z,A4,Phone,78.01C1,items=1; fee=-34.06; adj=+7.49%
R00066,2025-10-15T18:02:00Z,A1,PHONE,,items=4; fee=-16.11; flag=N; adj=-1.22%
R00168,2025-09-28T23:32:00Z,A1,email, 72.72 C1 ,adj=+0.08%; fee=-23.24; items=5
R00260,2025-10-01T20:24:14Z,A6,Phone,(64 C2),adj=-7.17%; flag=U; fee=-17.62
R00157,2025-11-05T04:34:36Z,A2,Phone,87.34 C2,items=25; fee=-54.29; flag=T; adj=+11.27%
R00080,2025-10-26T16:14:55Z,A4,phone,72.62 C1,items=50; flag=N; fee=+24.26; adj=-7.42%
R00179,2025-04-09T02:34:00Z,A6,email,,fee=+15.34; items=3; flag=N; adj=+5.95%
R00111,2025-10-20T16:23:00Z,A1,email," 94,79 C2",
R00080,2025-11-12T08:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00198,2025-11-19T14:49:56Z,A6, phone ,"98,71 C2",fee=-5.59; items=3
R00164,,A7,phone,C1 77 . 18 CR,adj=+10.35%; fee=+15.55; flag=N
R00040,2025-12-08T04:13:40Z,A8,Phone,69.77 C1,fee=+3.78; adj=-11.06%; flag=U; items=1
R00131,2025-09-15T00:00:00Z,A2,email,72.23 C1,fee=-7.63; adj=-6.28%; items=3
R00066,2025-10-19T00:58:00Z,A4,Phone,65.350,items=4; fee=+3.09; flag=R; adj=+1.04%
R00002,2025-08-31T11:41:00Z,A1,phone,98 C2,fee=-29.66; items=5; adj=-15.17%
R00210,,A5,phone	," 186,00 C2",
R00058,2025-09-25T10:34:50Z,A3,PHONE,59.124,fee=-14.95; items=1
R00247,2025-09-21T23:49:15Z,A4,phone,12.345 C2,fee=-4.62; items=5; adj=-6.84%
R00021,2025-11-07T00:00:00Z,A4,PHONE,136 C2 ,items=10; flag=U; fee=-17.11; adj=-9.42%
R00286,2025-09-17T01:54:00Z,A8,web,117.77 C2,WaIvE=true; items=4; adj=-0.24%
R00181,2025-09-07T10:40:25Z,A8,email,85.615,fee=-10.49; adj=-1.17%; items=1
R00135,2025-08-14T15:52:00Z,A2,phone,C1 99,items=2; adj=-5.77%; flag=S
R00024,2025-09-23T21:15:02Z,A7,phone," 64,37 C2 ",items=5; flag=T; fee=-26.10; adj=-2.12%
R00173,2025-08-31T11:12:00Z,A3, phone ,C1 155.02,fee=-16.91; items=12; adj=-0.51%
R00208,2025-10-29T18:41:02Z,A7,web,92.21C1,fee=-14.41; flag=U; adj=+16.72%; items=1
R00039,2025-11-20T09:30:00Z,A8,web,"1.000,00 C2",adj=+10.03%; flag=N; items=1; fee=-8.79
R00255,2025-09-24T22:14:00Z,A4,phone	,93.20 ,adj=-6.75%; flag=R; fee=+94.72; items=50
R00278,,A2,web,C1 62,adj=-9.02%; items=10; fee=+7.23
R00072,2025-12-31T18:15:22Z,A4,Phone,C1 59,adj=+4.43%; flag=U; fee=+23.55; items=1
R00225,2025-09-20T00:00:00Z,A4,phone,(38.76 C1,fee=+33.22; items=2; adj=-15.05%
R00144,2025-08-03T11:31:00Z,A7, phone ,C1 88 . 14,fee=+5.10; flag=N; adj=+4.07%; items=10
R00230,2025-10-02T18:06:38Z,A3,phone	,70,items=3; flag=R; adj=+2.40%; fee=-18.81
R00175,2025-10-19T05:17:00Z,A4, phone ,"59,59 C2",fee=-18.80; adj=+1.16%; items=4
R00107,2025-09-27T20:37:00Z,A7,phone,306 ,fee=+19.02; items=0; adj=+2.43%
R00173,2025-08-30T14:01:00Z,A5,phone,"62,05 C2",fee=+0.06; adj=+3.43%; items=8
R00207,2025-11-12T22:02:00Z,A3,phone,"73,36 C2",items=2; adj=+12.78%; fee=+9.72
R00261,2025-11-05T21:34:14Z,A4,web,61 C2,fee=+12.37; items=50; adj=-6.31%
R00184,2025-10-31T00:00:00Z,A6,app,C1 85,fee=-14.91; adj=-9.28%; flag=N; items=1
R00231,2025-10-20T00:00:00Z,A3,email,515.26,fee=-34.74; items=2; adj=-2.68%
R00275,2025-08-21T00:14:02Z,A7,email,,items=2; flag=N; fee=+10.02; adj=-7.82%
R00191,2025-12-30T01:44:08Z,A2,phone	,C1687.21,items=1; flag=N; fee=+36.15; adj=+1.48%
R00167,,A6,web,"113 , 97 C2",fee=-22.37; adj=-4.44%; items=2
R00292,2025-08-17T08:15:00Z,A4,phone,73.712,
R00232,2025-11-15T00:01:00Z,A6,Phone,29 . 26 C2,adj=-12.22%; fee=-1.72; items=0
R00213,2025-11-12T17:10:00Z,A6,phone,C175,items=8; fee=+23.98; flag=R; adj=-2.80%
R00257,2025-10-30T12:09:00Z,A3,PHONE,109.89,adj=+2.37%; fee=-6.00; items=10
R00130,2025-09-22T21:35:00Z,A5,app,146.906,fee=+40.66; items=2; flag=U; adj=-2.91%
R00104,,A7,Phone,C1 64.54,fee=+4.01
R00010,2025-11-13T00:07:18Z,A6,email,C1 177 . 04,fee=-24.63; adj=-5.15%; items=5
R00081,2025-10-20T05:32:00Z,A4,PHONE,83.44,adj=+0.27%; items=0; fee=-23.11
R00243,,A4,PHONE,C1 232.05,adj=-4.08%; flag=R; items=1
R00142,,A5,web,-C1 205,flag=R; adj=-4.79%; fee=+5.81; items=5
R00227,2025-09-26T00:00:00Z,A5,phone	,C1 62.93,adj=-4.10%; items=1; flag=R; fee=-28.60
R00063,2025-11-15T03:52:00Z,A2,web,"93,21 C2",fee=-25.70; items=3; adj=+7.83%
R00009,2025-10-22T00:41:00Z,A6,phone,,adj=+5.90%; fee=-57.21; items=3
R00211,2025-11-05T17:21:00Z,A6,app, 138,fee=+9.61; adj=+9.98%; items=1; flag=R
R00225,2025-08-10T14:03:00Z,A2,PHONE,102.39 C1,adj=-1.84%; flag=T; fee=+15.65; items=4; WaIvE=true
R00050,2025-10-28T19:27:18Z,A7, phone ,73.87 C1,fee=-10.35; items=1; adj=+1.87%
R00103,2025-10-28T19:53:00Z,A1,Phone,189.82,adj=+1.03%; fee=+31.55; items=6
R00036,2025-08-17T02:54:08Z,A7,web,,adj=+1.74%; fee=-2.70; items=50
R00028,2025-11-11T08:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00161,2025-08-08T00:00:00Z,A7,email,C1 398.29,adj=-8.95%; items=2
R00006,2025-10-17T05:40:30Z,A6,phone,"133,85 C2)",adj=+0.14%; items=1; flag=R
R00274,2025-11-06T00:00:00Z,A6,PHONE,,adj=+5.15%; items=2; fee=-29.70
R00012,2025-09-13T22:09:48Z,A8,app,64,adj=-6.28%; fee=+8.18; flag=R; items=1
R00084,2025-10-17T02:01:00Z,A5,phone,C1 103.30,flag=U; adj=-9.97%; fee=-23.29; items=4
R00044,2025-09-17T09:37:00Z,A1, phone ,"C1 12,345",adj=+6.05%; items=3; fee=-2.02; flag=U
R00035,2025-08-29T05:27:28Z,A5,phone,"1.234,56 C2",adj=-14.88%; fee=+2.84; items=2; flag=U
R00048,2025-11-09T08:00:00Z,A6,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00045,2025-09-03T13:01:00Z,A8,Phone,49.83 ,flag=U; fee=+0.27
R00166,2025-11-09T15:21:00Z,A2,PHONE,"185,36 C2",items=25; adj=-6.32%; fee=-10.82
R00074,2025-10-07T08:08:00Z,A1,email,(57.61,adj=+4.04%; items=4
R00228,2025-09-09T16:33:00Z,A4,email,(C1 123.45),fee=+0.61; items=2; flag=U; waive=true; adj=-5.12%
R00010,2025-09-19T22:49:16Z,A3, phone , C1 97.28,fee=+30.30; flag=N; items=1; adj=-6.70%
R00232,2025-08-13T22:58:00Z,A6,phone	,368.86 C1,items=4; flag=T; fee=-3.02; adj=+2.89%
R00079,2025-11-06T14:32:00Z,A7,app,(C1 123.45),items=3; flag=N; adj=-5.87%; fee=+7.06
R00097,2025-08-21T11:44:00Z,A4,phone,"1.234,56 C2",fee=-14.61; flag=T; adj=-8.50%; items=6
R00224,2025-10-13T16:09:54Z,A7,app,C1 144 . 46,flag=N; fee=+61.62; WaIvE=true; adj=+7.35%; items=0
R00159,2025-11-04T08:24:00Z,A4,app,"C1 83,79",items=8; adj=-7.72%; fee=+14.79
R00051,2025-08-29T17:59:29Z,A1,app,C1 123.45 CR,fee=-13.08; adj=+8.11%; items=4; flag=U
R00082,2025-08-28T03:47:00Z,A2,app,50.41 C1),items=6; fee=-43.73; adj=-15.70%; waive=true
R00282,2025-10-28T09:07:00Z,A4,PHONE,"73,23 C2 ",items=2; fee=+5.57; adj=+5.02%; flag=T
R00023,2025-09-21T11:25:53Z,A7, phone ,"1.234,56 C2",fee=+27.80; items=12; adj=-8.96%
R00021,2025-03-10T19:45:00Z,A5,email,C1 59,adj=-11.68%; fee=+12.92; flag=S; WaIvE=true; items=1
R00188,2025-10-13T21:05:00Z,A8,web, C1 82.15,adj=-1.55%; flag=R; items=10; fee=+0.70
R00171,,A2,phone,,adj=-0.53%; fee=-45.66; items=4
R00105,2025-10-04T05:12:37Z,A7,phone	,"199,54 C2",fee=+42.24; adj=-0.50%; flag=R; items=3
R00268,2025-10-17T06:22:00Z,A2,email,"149 , 88 C2",items=4; fee=+9.61; adj=+12.62%
R00152,2025-10-13T18:46:19Z,A3,phone,CR 85,flag=S; items=12; adj=+1.12%; fee=+50.52
R00061,2025-09-21T19:28:00Z,A5,phone,"59,10 C2",adj=+0.16%; flag=N; items=4
R00146,,A7, phone ,632.10 ,adj=+17.36%; items=2
R00248,2025-11-15T21:47:44Z,A1,PHONE,135.68,adj=-6.89%; flag=R; items=8
R00198,2025-10-27T23:41:18Z,A1,app,"92,48 C2",
R00157,2025-11-09T00:31:41Z,A6,app,154,adj=-5.90%; fee=-9.87
R00057,2025-10-23T00:44:28Z,A8, phone ,-C1 123.45,flag=U; fee=-5.38; items=1
R00281,2025-11-02T10:28:53Z,A7,email,,items=4; fee=+17.73; adj=+0.63%
R00015,2025-10-10T08:10:00Z,A3,PHONE,68 ,items=1; fee=+46.83; adj=-3.51%
R00059,2025-08-29T16:17:27Z,A3,Phone,97.24 C1,
R00179,2025-09-18T00:00:00Z,A6,email,"121,02 C2",items=8; flag=T; fee=+31.98; adj=+7.70%
R00148,2025-10-06T00:00:00Z,A8,phone,109.60,flag=N; fee=+6.25; adj=+9.87%; items=8
R00047,2025-09-03T13:17:00Z,A3, phone ,C1 97.80,adj=+1.74%; flag=N; items=3
R00102,2025-11-12T09:07:35Z,A1,phone,,flag=U; items=50; adj=-5.46%
R00102,2025-08-13T12:49:00Z,A3,PHONE,72.81 C1,items=6; flag=S; fee=+16.56; adj=+3.63%
R00067,2025-08-15T12:42:09Z,A5,phone	,65.75 C1,adj=-6.73%; flag=S; items=2; fee=-12.38
R00289,2025-10-08T13:55:00Z,A7,phone,"1.234,56 C2",adj=-1.30%; items=6; fee=+68.92
R00249,2025-08-28T13:37:00Z,A8,phone	,157.08 C1,flag=U; fee=+7.82; adj=+0.49%; items=10
R00139,2025-10-21T17:59:25Z,A6,email,"85,57 C2 ",fee=+3.79; adj=-20.09%; WaIvE=true; items=4
R00070,2025-08-05T22:58:19Z,A8,web,"C1 12,345",adj=+6.75%; items=1; flag=U; fee=-21.14
R00290,2025-08-15T08:28:01Z,A4,PHONE,65 C2,adj=+13.35%; items=5; flag=N; fee=-10.56
R00161,2025-08-31T02:04:00Z,A3,PHONE,C1 90.52,fee=-34.98; adj=-9.86%; items=2
R00259,2025-08-31T00:00:00Z,A6,Phone,,adj=+5.98%; items=1; fee=+28.73
R00070,2025-08-23T19:25:24Z,A6,phone	,"108,96 C2 ",items=1; flag=R; fee=-10.93; adj=+1.27%
R00237,2025-08-21T00:57:00Z,A5,app,"130,53 C2 ",adj=+1.46%; fee=-28.26; flag=U; items=1
R00229,2025-11-12T16:09:00Z,A2, phone ,138.41C2,adj=+14.57%; fee=-27.97; items=1
R00192,2025-10-23T16:45:00Z,A1,app,869 ,flag=T; fee=+8.89; items=1
R00004,2025-07-09T18:24:00Z,A8,PHONE,"73,26 C2",items=4; flag=N; fee=-26.61; adj=+8.75%
R00155,2025-12-29T00:31:34Z,A7,PHONE," 108,05 C2",fee=+15.17; items=3; adj=+12.31%; WaIvE=true
R00270,2025-10-29T15:12:35Z,A3,web, 171 C2,fee=-34.76; adj=+0.68%; items=8
R00280,2025-08-21T13:56:00Z,A6,web,50.20C2,items=1; fee=-3.71; flag=R; adj=+6.64%
R00163,2025-09-01T18:55:00Z,A4,phone,CR C1 72.23,items=1; fee=-7.19; adj=+20.28%
R00108,2025-11-15T01:32:00Z,A1,app," 103,40 C2",fee=-5.42; adj=-6.16%
R00282,2025-08-15T06:40:30Z,A4, phone ,CR C1 180.05,items=12; adj=-9.11%; fee=-20.99; flag=S
R00279,2025-11-27T11:47:07Z,A5,Phone,C1131.33,fee=+0.12; adj=+0.66%; items=4
R00189,2025-09-16T09:29:00Z,A1,web,117.41 C1,flag=R; fee=-5.76; items=5
R00176,2025-11-15T11:34:00Z,A5,PHONE,,fee=+13.10; flag=N; adj=-1.00%; items=0
R00098,2025-10-08T00:00:00Z,A5,web,"C1 1,234.56",items=1; adj=-2.58%; fee=+10.83
R00114,2025-10-15T14:25:00Z,A3,PHONE,C1122.50,fee=-31.85; adj=+14.63%; items=1; flag=S
R00245,,A8, phone ,"-C1 234,49",flag=S; adj=+7.79%; items=0; fee=+27.24
R00057,2025-09-26T08:45:12Z,A8,phone	,175.26,items=25; adj=+6.01%; fee=+1.22; WAIVE=TRUE
R00071,2025-10-10T19:16:40Z,A1,phone,,fee=+15.79; flag=S; items=1; adj=-8.48%
R00215,2025-08-11T19:57:30Z,A6,Phone,,fee=+19.27; adj=-4.76%; items=4; WAIVE=TRUE
R00048,2025-09-28T05:45:15Z,A1,phone,149.94 C1 ,items=8; adj=-0.22%; fee=-8.16
R00245,2025-09-16T13:48:09Z,A2,phone	,243.57 C1,adj=-6.33%; items=1
R00289,2025-09-09T05:41:00Z,A4,phone	,"C1 12,345",fee=+36.69; adj=+14.72%; items=8
R00098,2025-09-26T04:55:10Z,A4,phone,,fee=-15.80; items=3
R00174,2025-08-10T00:00:00Z,A4,web,"57,42C2",adj=+9.12%
R00078,2025-09-01T00:00:00Z,A2,phone	," 123,69 C2 ",flag=S; adj=-2.55%; items=4; fee=-11.97
R00213,2025-11-10T13:30:00Z,A6,email,C1 87 . 18,items=1; adj=+2.58%; fee=+12.01
R00166,2025-10-24T01:23:00Z,A4,app,C1 66.04,flag=R; adj=-0.42%; items=1; fee=+6.82
R00293,2025-10-10T16:08:00Z,A3,app,87,flag=T; fee=-16.17; waive=true; adj=-8.28%; items=4
R00294,2025-11-10T03:01:43Z,A5,phone	,79.46 ,flag=S; adj=-14.79%; items=1
R00291,2025-08-12T00:37:00Z,A2,phone	,"203,08 C2",items=50; flag=S; adj=-0.28%; fee=+13.95
R00205,2025-08-27T00:00:00Z,A1, phone ,"47,42 C2",items=10; fee=+53.46; adj=-7.49%
R00192,2025-10-31T23:53:00Z,A5,PHONE,"127,24 C2",flag=T; items=3; fee=+0.74; adj=-2.71%; waive=true
R00023,2025-08-25T22:37:02Z,A4,phone,175 . 954,items=1; adj=-0.38%; fee=+16.05
R00133,2025-09-28T20:50:03Z,A2,phone,(-C1 105.45),adj=+0.60%; flag=S; fee=+25.19
R00197,2025-08-23T20:10:45Z,A4,web,"-122,29 C2",fee=+2.13; adj=+5.33%; waive=true; flag=N; items=3
R00216,2025-09-06T22:52:01Z,A6,PHONE,C1 65,fee=-25.53; adj=-10.59%; items=8
R00288,2025-09-19T11:57:49Z,A3, phone ,,fee=-20.66; items=8
R00034,2025-09-05T06:55:00Z,A5,phone,35.73 C1,items=8; fee=+9.88; adj=+14.24%; flag=T
R00062,2025-08-24T10:22:00Z,A7,web,C1 73.77,flag=U; adj=+6.27%; fee=+16.61; items=0
R00191,2025-08-15T18:07:00Z,A2, phone ,C1 126.72 ,items=1; adj=-6.99%; fee=-6.55
R00001,2025-09-12T07:42:24Z,A6,Phone,72.272 CR,fee=+23.54; flag=S; adj=+14.59%; items=12
R00152,2025-12-31T13:35:43Z,A3,phone,C1 51.33,adj=-1.07%; fee=+1.64; items=2
R00080,2025-10-07T23:24:03Z,A5,phone	, 184.17 C2,items=0; fee=-16.25; adj=+4.26%
R00167,2025-08-29T00:00:00Z,A8,app,80.729,WAIVE=TRUE; flag=R; fee=-0.33; items=50; adj=-18.19%
R00203,2025-11-11T20:17:00Z,A3,phone	,57.05,fee=+31.82; items=1; flag=R
R00290,2025-08-04T23:25:10Z,A4,Phone,,flag=R; WaIvE=true; items=1; fee=-26.25; adj=+10.46%
R00004,2025-10-01T15:52:00Z,A7,phone,"100,39 C2",fee=+26.41; adj=-5.49%; items=0; flag=T
R00178,2025-08-18T21:57:24Z,A6,Phone,C1 214.92,flag=R; items=4; adj=+0.25%
R00296,2025-10-17T12:09:59Z,A2,phone,"102,16C2",items=3; adj=+6.85%
R00082,2025-10-10T04:47:00Z,A6,email,-C1 69.46,items=1; fee=-18.49; adj=+7.50%; flag=N
R00171,,A2,phone,(-C1 83.62) ,flag=S; items=50; fee=-26.39
R00238,2025-11-09T15:00:00Z,A3, phone ,73,items=2; flag=U; adj=+8.88%; fee=+32.44
R00127,2025-11-02T02:34:00Z,A4,PHONE, 111.67 C1,items=4; flag=U; fee=-20.27; adj=+6.22%
R00050,2025-08-14T19:26:37Z,A1,email,162.25,adj=+14.39%; items=10; fee=-17.09
R00073,2025-11-25T15:00:00Z,A2,email,,items=1; adj=+0.00%; fee=+0.00
R00166,2025-09-16T00:00:00Z,A7,phone	,C1 34.86 ,adj=-12.06%; items=3; fee=-10.87; WaIvE=true
R00103,2025-09-19T03:40:01Z,A7,Phone,"C1 31,81",flag=R; items=12; fee=-26.81; adj=-3.69%
R00256,2025-08-13T04:07:56Z,A7,app," 68,18 C2",items=3; fee=+7.56; flag=N; adj=-1.28%
R00229,2025-09-29T08:52:59Z,A2,Phone,"197,37 C2",items=1; flag=R; adj=-3.24%; fee=-36.63
R00218,2025-10-31T05:25:00Z,A5,phone,"C1 1,234.56",flag=R; fee=+39.34; items=8
R00084,2025-10-01T19:42:55Z,A2,web,41 C2,items=10; fee=-5.41
R00056,2025-11-08T08:00:00Z,A4,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00251,2025-12-10T09:45:23Z,A5,Phone,C1 99.00,adj=+3.49%; fee=-91.71; flag=U; items=5
R00017,2025-10-05T17:00:00Z,A3,web,"1,000 C2",flag=N; adj=-16.83%; fee=-20.42; items=1
R00123,2025-11-15T07:52:59Z,A1,phone	,C1 484.46,fee=-6.26; flag=S; adj=+7.91%; items=4
R00131,2025-10-08T00:00:00Z,A6,phone,64.75,adj=-14.37%; fee=-11.05; items=12
R00146,2025-08-16T15:24:02Z,A7,web,,items=1; adj=+17.03%; fee=-47.89
R00007,2025-08-29T00:06:00Z,A1,phone,"209,20 C2",fee=-34.20; adj=+7.64%; items=2; flag=S; WaIvE=true
R00020,2025-10-09T23:31:37Z,A4,phone,C1 135.11,adj=+12.83%; items=10; flag=U; WaIvE=true; fee=+31.02
R00264,2025-09-15T16:27:46Z,A3,Phone,(140.16 C1,flag=U; fee=-2.12; items=0; adj=-7.03%
R00291,2025-10-20T13:53:00Z,A4,PHONE,C1 104.62,items=25; adj=-9.68%; fee=+25.50
R00010,2025-10-09T20:21:00Z,A8,phone	,,fee=-29.14; waive=true; adj=+10.16%; items=5
R00220,2025-09-17T19:01:00Z,A4, phone , 52.44,items=50; adj=-10.19%; flag=R; fee=+54.56
R00059,2025-11-30T00:17:21Z,A4,web, 61.89,adj=+10.61%; fee=-60.44; items=3
R00255,2025-10-17T00:00:00Z,A4,phone	,"177,03 C2",fee=+25.28; adj=+5.56%; flag=N; items=6; waive=true
R00180,2025-11-10T01:37:00Z,A2,email,174.21 C1,items=2; adj=+5.39%; fee=+17.12; flag=R
R00223,2025-10-27T18:35:00Z,A3,web,61.83 C2,adj=-3.79%; fee=-0.60; items=2; flag=U
R00185,2025-08-22T21:35:43Z,A3, phone ,111.53,adj=+0.42%; flag=R; fee=+46.52
R00111,2025-08-14T07:23:00Z,A2,phone	,118 C2,fee=+40.26; adj=-4.16%; flag=U; items=0
R00125,2025-12-30T02:14:49Z,A4,email,77.860,fee=+4.90; items=6; flag=S; adj=-5.21%
R00288,2025-09-11T08:09:13Z,A6,web, C1 45.23,items=2; adj=-2.50%
R00194,2025-06-09T19:46:00Z,A3,Phone,23.634,items=8; flag=R; adj=+11.88%; fee=+29.63
R00227,2025-10-30T09:18:54Z,A3,phone	,101.14 C1 ,fee=-3.43; flag=R; adj=-9.09%; items=3
R00011,2025-06-10T17:28:00Z,A7,app,12.345 C2,flag=S; fee=-20.48; items=12; adj=-15.30%
R00149,2025-11-05T08:46:26Z,A5,PHONE,207,flag=R; adj=+1.73%; items=2
R00239,2025-08-18T20:43:00Z,A4,phone	,226.39 C1,fee=-0.39; WAIVE=TRUE; adj=+14.08%; items=3
R00174,2025-09-21T14:40:26Z,A4,phone,,adj=+2.79%; items=1; fee=-7.63; flag=R
R00278,2025-10-23T00:00:00Z,A8,email,C1 152,items=1; fee=+32.42; flag=T
R00060,2025-11-22T15:28:19Z,A6, phone ,71.98,flag=N; items=0; adj=+6.96%; fee=-33.50
R00057,2025-11-02T03:49:00Z,A1,email,"-61,97 C2",adj=-10.84%; fee=+5.15; items=50; flag=T
R00237,2025-09-20T15:19:00Z,A6,Phone,99.553,
R00224,2025-09-07T20:43:00Z,A6,phone,"44,46 C2",fee=+26.98; items=12; adj=-1.83%
R00300,2025-08-12T00:00:00Z,A4,email,"(98,79 C2 ",adj=-2.41%; waive=true; fee=-28.36; items=4
R00096,2025-11-07T08:00:00Z,A6,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00295,2025-08-25T00:00:00Z,A5,web, 81.86 ,fee=-5.65; adj=+4.33%; flag=U; items=2
R00012,2025-11-12T07:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00274,2025-12-21T03:05:41Z,A6,PHONE,76.03 C1,adj=+1.88%; items=2; fee=+6.46; flag=R
R00138,2025-10-25T13:29:12Z,A2,phone,C1 69.36,adj=-1.94%; items=0
R00260,2025-12-11T16:13:26Z,A1,app,118 . 57 C1,adj=-0.20%; flag=U; items=10; fee=-7.10
R00033,2025-08-21T22:57:00Z,A8,email,C1 73.54,fee=-50.36; items=5
R00016,2025-11-24T11:16:02Z,A4,phone	,C1 157.76,fee=-27.78; adj=-7.03%; items=50
R00219,2025-09-08T15:28:00Z,A6,phone,"C1 57,58",flag=N; items=25; fee=-20.61; adj=+2.28%
R00073,2025-11-25T15:00:00Z,A2,web,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00056,2025-11-12T08:00:00Z,A1,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00005,2025-10-21T02:56:00Z,A1,Phone,-86,adj=+17.16%; items=1; fee=+23.33; flag=T
R00187,2025-10-13T00:00:00Z,A4,phone,72,items=10; fee=+13.39; adj=-3.23%
R00054,2025-10-22T18:35:00Z,A7,phone	,79.97 C1 CR,fee=+19.86; items=10
R00035,2025-08-16T17:00:57Z,A4,phone,,adj=-2.13%; fee=+14.74
R00138,2025-09-29T00:00:00Z,A5,PHONE,47.25,fee=+16.71; adj=-2.70%; items=50; flag=T
R00227,2025-10-29T13:11:00Z,A2,web, 76.90,items=25; flag=N; adj=-2.81%
R00114,2025-10-28T08:12:00Z,A3,PHONE,,flag=S; adj=+12.91%; items=50; fee=+0.09
R00078,2025-09-11T16:46:07Z,A4,web,94,fee=+27.51; adj=+3.55%
R00201,2025-10-26T12:13:00Z,A1,phone,159C2,items=50; fee=+12.48; adj=+20.72%
R00009,2025-10-18T13:01:00Z,A4,email,98.84,adj=+11.95%; fee=-9.28; flag=N; items=10
R00171,2025-10-04T23:37:52Z,A2,phone,"94,82 C2",adj=-3.89%; fee=-23.29; flag=R; items=25
R00128,2025-12-24T07:01:23Z,A8,Phone,96.12 C1,flag=U; items=10; fee=+27.65; adj=+5.34%
R00074,2025-10-13T17:18:05Z,A1,phone,,adj=-21.79%; WAIVE=TRUE; fee=+14.50; items=10
R00287,2025-11-03T00:00:00Z,A5, phone ,216 C2 ,adj=+7.49%; fee=-33.80
R00090,2025-10-22T03:07:00Z,A7,phone	,"CR 111,27 C2 ",items=8; flag=R; waive=true; adj=+1.96%
R00182,2025-09-24T12:12:01Z,A3,phone,56 C2,items=1; fee=-3.79; flag=U; adj=+4.27%
R00294,2025-09-16T19:48:54Z,A5,app,C1 208,flag=T; fee=-20.89; items=3; adj=-3.23%
R00221,2025-11-28T21:12:21Z,A7,email,"95,90 C2",items=2; fee=-17.34; adj=+2.97%
R00160,2025-09-11T16:34:00Z,A3,phone	,,flag=U; adj=-0.98%; items=8; fee=+11.50
R00077,2025-12-07T12:44:22Z,A7, phone ,C1 136,adj=-2.68%; fee=+5.25; flag=S; items=2
R00064,2025-11-08T13:00:00Z,A5,web,C1 100.00,items=1; adj=+0.00%; fee=+0.00
R00118,2025-10-03T00:00:00Z,A6,email,-C1 80,WAIVE=TRUE; fee=-8.47; items=4; adj=+0.65%
R00273,2025-11-18T03:18:07Z,A4, phone ,59 C2,flag=T; fee=+27.54; adj=-11.14%; items=8
R00248,2025-10-09T16:49:09Z,A3,email,"123,02 C2",items=3; flag=T; fee=-10.02; adj=+0.61%
R00007,2025-11-25T14:00:00Z,A6,email,"C1 1,234.56",items=1; adj=+0.00%; fee=+0.00
R00141,2025-10-15T21:15:03Z,A6,phone,"68,75 C2",flag=S; items=1; fee=+42.38; adj=+5.16%
R00057,2025-11-25T15:00:00Z,A8,email,,items=1; adj=+0.00%; fee=+0.00
R00130,2025-08-08T00:00:00Z,A6,web,86.72 C1,adj=-4.19%; items=1; flag=S; fee=-52.43
R00192,2025-09-06T00:00:00Z,A1,Phone,C1 123.45 CR,flag=U; items=3; adj=-3.10%; fee=+18.88
R00003,2025-09-20T00:32:13Z,A6,web,"1,254 C2",items=5; waive=true; adj=-4.62%
R00240,2025-09-23T08:01:56Z,A6, phone ,277,flag=R; fee=-24.53; waive=true; adj=+7.30%
R00115,2025-09-29T22:53:00Z,A8,email,"76,73 C2 ",adj=-10.71%; fee=-17.02; items=5; flag=N
R00041,2025-08-13T00:00:00Z,A3,phone,119.486,adj=-10.28%; items=1; flag=S; fee=+23.64
R00250,2025-11-12T11:46:00Z,A7,email,95.53 C1,flag=R; fee=-4.51; items=10
R00165,2025-08-06T10:25:09Z,A6,phone	, 83 C2,fee=-2.42; items=10; flag=U; adj=+0.21%
R00045,2025-11-20T07:30:00Z,A2,email,"1.234,56 C2",fee=+33.52; adj=+1.13%; items=25
R00023,2025-08-03T13:44:14Z,A2,app,,items=2; adj=+2.31%; flag=S; fee=+3.71
R00089,,A7,PHONE,121 C2 ,adj=-8.89%; fee=-13.01; items=50; flag=R
R00124,2025-10-11T16:31:00Z,A8,app,,flag=U; items=2; fee=-2.13; adj=+7.86%
R00058,2025-01-09T05:41:00Z,A1, phone ,"126,10 C2",
R00130,2025-08-29T13:27:00Z,A5,phone,48,fee=-24.46; adj=-4.03%
R00009,2025-12-18T18:45:00Z,A2,email,"1.000,00 C2",adj=+6.32%; items=1; flag=S; fee=+15.17
R00146,2025-10-14T07:17:00Z,A8,Phone,,items=50; adj=-1.28%; fee=+15.72; waive=true
R00185,2025-08-30T00:00:00Z,A2,PHONE," 90,77 C2",items=2; flag=N; waive=true; adj=+0.40%
