timestamp,zone,temperature_c
2023-07-14 04:00:00,Dry,15.7
2023-07-14 06:00:00,frozen,"-16,89"
2023-07-14 06:00:00,Meat,2.29
2023-07-14 06:00:00,Dairy,4.15
2023-07-14 06:00:00,Dry,18.95
2023-07-14 08:00:00,frozen,"-17,7"
2023-07-14 08:00:00,Meat,2.13
2023-07-14 08:00:00,Dairy,3.88
2023-07-14 08:00:00,Dry,17.28
2023-07-14 10:00:00,frozen,"-16,56"
2023-07-14 10:00:00,Meat,2.59
2023-07-14 10:00:00,Dairy,4.72
2023-07-14 10:00:00,Dry,19.97
2023-07-14 12:00:00,frozen,"-17,05"
2023-07-14 12:00:00,Meat,2.14
2023-07-14 12:00:00,Dairy,4.31
2023-07-14 12:00:00,Dry,18.18
2023-07-14 14:00:00,frozen,"-16,93"
2023-07-14 14:00:00,Meat,2.33
2023-07-14 14:00:00,Dairy,3.98
2023-07-14 14:00:00,Dry,16.91
2023-07-14 16:00:00,frozen,"-17,21"
2023-07-14 16:00:00,Meat,2.25
2023-07-14 16:00:00,Dairy,4.0
2023-07-14 16:00:00,Dry,18.51
2023-07-14 18:00:00,frozen,"-16,66"
2023-07-14 18:00:00,Meat,1.85
2023-07-14 18:00:00,Dairy,4.3
2023-07-14 18:00:00,Dry,18.57
2023-07-14 20:00:00,frozen,"-17,62"
2023-07-14 20:00:00,Meat,2.58
2023-07-14 20:00:00,Dairy,3.8
2023-07-14 20:00:00,Dry,15.52
2023-07-14 22:00:00,frozen,"-17,52"
2023-07-14 22:00:00,Meat,1.59
2023-07-14 22:00:00,Dairy,4.02
2023-07-14 22:00:00,Dry,17.59
2023-07-15 00:00:00,frozen,"-17,17"
2023-07-15 00:00:00,Meat,2.25
2023-07-15 00:00:00,Dairy,4.14
2023-07-15 00:00:00,Dry,18.47
2023-07-15 02:00:00,frozen,"-16,8"
2023-07-15 02:00:00,Meat,2.25
2023-07-15 02:00:00,Dairy,3.16
2023-07-15 02:00:00,Dry,17.45
2023-07-15 04:00:00,frozen,"-18,09"
2023-07-15 04:00:00,Meat,2.01
2023-07-15 04:00:00,Dairy,4.0
2023-07-15 04:00:00,Dry,19.57
2023-07-15 06:00:00,frozen,"-16,41"
2023-07-15 06:00:00,Meat,2.08
2023-07-15 06:00:00,Dairy,3.8
2023-07-15 06:00:00,Dry,18.73
2023-07-15 08:00:00,frozen,"-17,26"
2023-07-15 08:00:00,Meat,2.0
2023-07-15 08:00:00,Dairy,4.39
2023-07-15 08:00:00,Dry,17.16
2023-07-15 10:00:00,frozen,"-16,6"
2023-07-15 10:00:00,Meat,2.27
2023-07-15 10:00:00,Dairy,3.62
2023-07-15 10:00:00,Dry,19.46
2023-07-15 12:00:00,frozen,"-16,65"
2023-07-15 12:00:00,Meat,2.04
2023-07-15 12:00:00,Dairy,3.7
2023-07-15 12:00:00,Dry,16.71
2023-07-15 14:00:00,frozen,"-17,27"
2023-07-15 14:00:00,Meat,2.22
2023-07-15 14:00:00,Dairy,3.62
2023-07-15 14:00:00,Dry,18.66
2023-07-15 16:00:00,frozen,"-17,62"
2023-07-15 16:00:00,Meat,1.92
2023-07-15 16:00:00,Dairy,4.04
2023-07-15 16:00:00,Dry,21.67
2023-07-15 18:00:00,frozen,"-17,69"
2023-07-15 18:00:00,Meat,2.59
2023-07-15 18:00:00,Dairy,4.06
2023-07-15 18:00:00,Dry,18.62
2023-07-15 20:00:00,frozen,"-16,94"
2023-07-15 20:00:00,Meat,2.18
2023-07-15 20:00:00,Dairy,3.94
2023-07-15 20:00:00,Dry,20.18
2023-07-15 22:00:00,frozen,"-17,23"
2023-07-15 22:00:00,Meat,2.45
2023-07-15 22:00:00,Dairy,3.74
2023-07-15 22:00:00,Dry,17.91
2023-07-16 00:00:00,Frozen,"-17,54"
2023-07-16 00:00:00,Meat,2.18
2023-07-16 00:00:00,dairy,4.58
2023-07-16 00:00:00,Dry,17.88
2023-07-16 02:00:00,Frozen,"-17,1"
2023-07-16 02:00:00,Meat,1.55
2023-07-16 02:00:00,dairy,3.91
2023-07-16 02:00:00,Dry,15.61
2023-07-16 04:00:00,Frozen,"-17,46"
2023-07-16 04:00:00,Meat,2.09
2023-07-16 04:00:00,dairy,4.53
2023-07-16 04:00:00,Dry,22.21
2023-07-16 06:00:00,Frozen,"-17,29"
2023-07-16 06:00:00,Meat,2.57
2023-07-16 06:00:00,dairy,4.1
2023-07-16 06:00:00,Dry,17.77
2023-07-16 08:00:00,Frozen,"-16,78"
2023-07-16 08:00:00,Meat,2.02
2023-07-16 08:00:00,dairy,4.04
2023-07-16 08:00:00,Dry,17.39
2023-07-16 10:00:00,Frozen,"-17,7"
2023-07-16 10:00:00,Meat,1.38
2023-07-16 10:00:00,dairy,4.26
2023-07-16 10:00:00,Dry,17.58
2023-07-16 12:00:00,Frozen,"-17,3"
2023-07-16 12:00:00,Meat,2.0
2023-07-16 12:00:00,dairy,4.32
2023-07-16 12:00:00,Dry,18.27
2023-07-16 14:00:00,Frozen,"-17,33"
2023-07-16 14:00:00,Meat,2.49
2023-07-16 14:00:00,dairy,4.63
2023-07-16 14:00:00,Dry,18.74
2023-07-16 16:00:00,Frozen,"-16,51"
2023-07-16 16:00:00,Meat,2.5
2023-07-16 16:00:00,dairy,4.45
2023-07-16 16:00:00,Dry,18.92
2023-07-16 18:00:00,Frozen,"-16,7"
2023-07-16 18:00:00,Meat,2.21
2023-07-16 18:00:00,dairy,3.56
2023-07-16 18:00:00,Dry,19.05
2023-07-16 20:00:00,Frozen,"-17,68"
2023-07-16 20:00:00,Meat,1.68
2023-07-16 20:00:00,dairy,4.52
2023-07-16 20:00:00,Dry,19.26
2023-07-16 22:00:00,Frozen,"-16,26"
2023-07-16 22:00:00,Meat,1.89
2023-07-16 22:00:00,dairy,3.54
2023-07-16 22:00:00,Dry,17.64
2023-07-17 00:00:00,Frozen,"-16,95"
2023-07-17 00:00:00,Meat,2.03
2023-07-17 00:00:00,dairy,4.45
2023-07-17 00:00:00,Dry,17.46
2023-07-17 02:00:00,Frozen,"-16,82"
2023-07-17 02:00:00,Meat,1.6
2023-07-17 02:00:00,dairy,4.18
2023-07-17 02:00:00,Dry,18.0
2023-07-17 04:00:00,Frozen,"-17,37"
2023-07-17 04:00:00,Meat,1.91
2023-07-17 04:00:00,dairy,3.93
2023-07-17 04:00:00,Dry,17.59
2023-07-17 06:00:00,Frozen,"-16,11"
2023-07-17 06:00:00,Meat,1.96
2023-07-17 06:00:00,dairy,3.9
2023-07-17 06:00:00,Dry,14.85
2023-07-17 08:00:00,Frozen,"-17,45"
2023-07-17 08:00:00,Meat,1.89
2023-07-17 08:00:00,dairy,3.73
2023-07-17 08:00:00,Dry,20.07
2023-07-17 10:00:00,Frozen,"-17,08"
2023-07-17 10:00:00,Meat,2.52
2023-07-17 10:00:00,dairy,4.02
2023-07-17 10:00:00,Dry,18.06
2023-07-17 12:00:00,Frozen,"-17,04"
2023-07-17 12:00:00,Meat,2.0
2023-07-17 12:00:00,dairy,4.69
2023-07-17 12:00:00,Dry,14.52
2023-07-17 14:00:00,Frozen,"-18,0"
2023-07-17 14:00:00,Meat,1.78
2023-07-17 14:00:00,dairy,4.01
2023-07-17 14:00:00,Dry,19.04
2023-07-17 16:00:00,Frozen,"-16,76"
2023-07-17 16:00:00,Meat,1.85
2023-07-17 16:00:00,dairy,4.41
2023-07-17 16:00:00,Dry,19.55
2023-07-17 18:00:00,Frozen,"-16,91"
2023-07-17 18:00:00,Meat,2.39
2023-07-17 18:00:00,dairy,4.11
2023-07-17 18:00:00,Dry,17.16
2023-07-17 20:00:00,Frozen,"-16,65"
2023-07-17 20:00:00,Meat,2.04
2023-07-17 20:00:00,dairy,4.0
2023-07-17 20:00:00,Dry,20.21
2023-07-17 22:00:00,Frozen,"-18,23"
2023-07-17 22:00:00,Meat,1.43
2023-07-17 22:00:00,dairy,3.53
2023-07-17 22:00:00,Dry,17.46
2023-07-18 00:00:00,dairy,3.9
2023-07-18 00:00:00,Dry,15.74
2023-07-18 00:00:00,Frozen,"-11,87"
2023-07-18 00:00:00,Meat,7.23
2023-07-18 02:00:00,dairy,3.61
2023-07-18 02:00:00,Dry,16.71
2023-07-18 02:00:00,Frozen,"-3,13"
2023-07-18 02:00:00,Meat,15.97
2023-07-18 04:00:00,dairy,4.98
2023-07-18 04:00:00,Dry,20.7
2023-07-18 04:00:00,Frozen,"-2,64"
2023-07-18 04:00:00,Meat,16.26
2023-07-18 06:00:00,dairy,3.84
2023-07-18 06:00:00,Dry,17.45
2023-07-18 06:00:00,Frozen,"-10,67"
2023-07-18 06:00:00,Meat,8.56
2023-07-18 08:00:00,Frozen,"-17,57"
2023-07-18 08:00:00,Meat,1.24
2023-07-18 08:00:00,dairy,3.95
2023-07-18 08:00:00,Dry,16.5
2023-07-18 10:00:00,Frozen,"-17,04"
2023-07-18 10:00:00,Meat,1.36
2023-07-18 10:00:00,dairy,3.7
2023-07-18 10:00:00,Dry,18.22
2023-07-18 12:00:00,Frozen,"-16,82"
2023-07-18 12:00:00,Meat,2.17
2023-07-18 12:00:00,dairy,3.47
2023-07-18 12:00:00,Dry,19.28
2023-07-18 14:00:00,Frozen,"-17,4"
2023-07-18 14:00:00,Meat,2.25
2023-07-18 14:00:00,dairy,4.0
2023-07-18 14:00:00,Dry,15.94
2023-07-18 16:00:00,Frozen,"-17,16"
2023-07-18 16:00:00,Meat,2.15
2023-07-18 16:00:00,dairy,4.25
2023-07-18 16:00:00,Dry,17.79
2023-07-18 18:00:00,Frozen,"-16,23"
2023-07-18 18:00:00,Meat,2.4
2023-07-18 18:00:00,dairy,3.9
2023-07-18 18:00:00,Dry,19.13
2023-07-18 20:00:00,Frozen,"-16,03"
2023-07-18 20:00:00,Meat,2.78
2023-07-18 20:00:00,dairy,3.51
2023-07-18 20:00:00,Dry,16.61
2023-07-18 22:00:00,Frozen,"-16,26"
2023-07-18 22:00:00,Meat,1.58
2023-07-18 22:00:00,dairy,3.47
2023-07-18 22:00:00,Dry,17.27
2023-07-19 00:00:00,Frozen,"-16,79"
2023-07-19 00:00:00,Meat,1.96
2023-07-19 00:00:00,dairy,3.74
2023-07-19 00:00:00,Dry,16.99
2023-07-19 02:00:00,Frozen,"-17,36"
2023-07-19 02:00:00,Meat,1.65
2023-07-19 02:00:00,dairy,4.91
2023-07-19 02:00:00,Dry,18.45
2023-07-19 04:00:00,Frozen,"-16,56"
2023-07-19 04:00:00,Meat,1.8
2023-07-19 04:00:00,dairy,3.93
2023-07-19 04:00:00,Dry,16.93
2023-07-19 06:00:00,Frozen,"-18,33"
2023-07-19 06:00:00,Meat,1.45
2023-07-19 06:00:00,dairy,3.28
2023-07-19 06:00:00,Dry,14.63
2023-07-19 08:00:00,Frozen,"-17,6"
2023-07-19 08:00:00,Meat,2.53
2023-07-19 08:00:00,dairy,3.98
2023-07-19 08:00:00,Dry,19.94
2023-07-19 10:00:00,Frozen,"-16,79"
2023-07-19 10:00:00,Meat,2.31
2023-07-19 10:00:00,dairy,3.64
2023-07-19 10:00:00,Dry,18.79
2023-07-19 12:00:00,Frozen,"-16,64"
2023-07-19 12:00:00,Meat,1.77
2023-07-19 12:00:00,dairy,4.22
2023-07-19 12:00:00,Dry,18.85
2023-07-19 14:00:00,Frozen,"-17,27"
2023-07-19 14:00:00,Meat,1.55
2023-07-19 14:00:00,dairy,3.53
2023-07-19 14:00:00,Dry,18.13
2023-07-19 16:00:00,Frozen,"-16,84"
2023-07-19 16:00:00,Meat,1.68
2023-07-19 16:00:00,dairy,4.01
2023-07-19 16:00:00,Dry,18.86
2023-07-19 18:00:00,Frozen,"-16,69"
2023-07-19 18:00:00,Meat,2.62
2023-07-19 18:00:00,dairy,4.51
2023-07-19 18:00:00,Dry,16.5
2023-07-19 20:00:00,Frozen,"-16,16"
2023-07-19 20:00:00,Meat,1.79
2023-07-19 20:00:00,dairy,4.42
2023-07-19 20:00:00,Dry,18.1
2023-07-19 22:00:00,Frozen,"-17,21"
2023-07-19 22:00:00,Meat,1.28
2023-07-19 22:00:00,dairy,3.93
2023-07-19 22:00:00,Dry,15.66
2023-07-20 00:00:00,Frozen,"-16,52"
2023-07-20 00:00:00,Meat,2.61
2023-07-20 00:00:00,dairy,3.68
2023-07-20 00:00:00,Dry,18.45
2023-07-20 02:00:00,Frozen,"-17,36"
2023-07-20 02:00:00,Meat,1.75
2023-07-20 02:00:00,dairy,4.31
2023-07-20 02:00:00,Dry,17.94
2023-07-20 04:00:00,Frozen,"-16,13"
2023-07-20 04:00:00,Meat,1.81
2023-07-20 04:00:00,dairy,4.4
2023-07-20 04:00:00,Dry,18.15
2023-07-20 06:00:00,Frozen,"-16,6"
2023-07-20 06:00:00,Meat,1.82
2023-07-20 06:00:00,dairy,3.98
2023-07-20 06:00:00,Dry,17.83
2023-07-20 08:00:00,Frozen,"-17,42"
2023-07-20 08:00:00,Meat,2.26
2023-07-20 08:00:00,dairy,4.26
2023-07-20 08:00:00,Dry,18.89
2023-07-20 10:00:00,Frozen,"-16,23"
2023-07-20 10:00:00,Meat,2.58
2023-07-20 10:00:00,dairy,3.85
2023-07-20 10:00:00,Dry,18.56
2023-07-20 12:00:00,Frozen,"-17,31"
2023-07-20 12:00:00,Meat,2.01
2023-07-20 12:00:00,dairy,3.76
2023-07-20 12:00:00,Dry,20.43
2023-07-20 14:00:00,Frozen,"-16,82"
2023-07-20 14:00:00,Meat,1.91
2023-07-20 14:00:00,dairy,4.48
2023-07-20 14:00:00,Dry,14.74
2023-07-20 16:00:00,Frozen,"-18,01"
2023-07-20 16:00:00,Meat,2.32
2023-07-20 16:00:00,dairy,4.02
2023-07-20 16:00:00,Dry,18.38
2023-07-20 18:00:00,Frozen,"-17,66"
2023-07-20 18:00:00,Meat,1.99
2023-07-20 18:00:00,dairy,4.8
2023-07-20 18:00:00,Dry,19.24
2023-07-20 20:00:00,Frozen,"-16,92"
2023-07-20 20:00:00,Meat,1.82
2023-07-20 20:00:00,dairy,3.84
2023-07-20 20:00:00,Dry,14.81
2023-07-20 22:00:00,Frozen,"-16,87"
2023-07-20 22:00:00,Meat,2.34
2023-07-20 22:00:00,dairy,3.37
2023-07-20 22:00:00,Dry,17.01
2023-07-21 00:00:00,Frozen,"-17,58"
2023-07-21 00:00:00,Meat,1.61
2023-07-21 00:00:00,dairy,4.02
2023-07-21 00:00:00,Dry,14.87
2023-07-21 02:00:00,Frozen,"-16,69"
2023-07-21 02:00:00,Meat,2.3
2023-07-21 02:00:00,dairy,3.9
2023-07-21 02:00:00,Dry,14.28
2023-07-21 04:00:00,Frozen,"-17,5"
2023-07-21 04:00:00,Meat,2.49
2023-07-21 04:00:00,dairy,2.89
2023-07-21 04:00:00,Dry,17.48
2023-07-21 06:00:00,Frozen,"-17,59"
2023-07-21 06:00:00,Meat,2.32
2023-07-21 06:00:00,dairy,3.73
2023-07-21 06:00:00,Dry,18.61
2023-07-21 08:00:00,Frozen,"-16,72"
2023-07-21 08:00:00,Meat,2.73
2023-07-21 08:00:00,dairy,3.92
2023-07-21 08:00:00,Dry,18.56
2023-07-21 10:00:00,Frozen,"-17,74"
2023-07-21 10:00:00,Meat,2.48
2023-07-21 10:00:00,dairy,3.7
2023-07-21 10:00:00,Dry,17.16
2023-07-21 12:00:00,Frozen,"-17,01"
2023-07-21 12:00:00,Meat,1.37
2023-07-21 12:00:00,dairy,4.09
2023-07-21 12:00:00,Dry,19.45
2023-07-21 14:00:00,Frozen,"-16,85"
2023-07-21 14:00:00,Meat,1.36
2023-07-21 14:00:00,dairy,3.95
2023-07-21 14:00:00,Dry,19.11
2023-07-21 16:00:00,Frozen,"-17,94"
2023-07-21 16:00:00,Meat,1.57
2023-07-21 16:00:00,dairy,4.35
2023-07-21 16:00:00,Dry,18.41
2023-07-21 18:00:00,Frozen,"-16,79"
2023-07-21 18:00:00,Meat,2.74
2023-07-21 18:00:00,dairy,4.19
2023-07-21 18:00:00,Dry,18.99
2023-07-21 20:00:00,Frozen,"-15,64"
2023-07-21 20:00:00,Meat,1.91
2023-07-21 20:00:00,dairy,3.68
2023-07-21 20:00:00,Dry,18.64
2023-07-21 22:00:00,Frozen,"-16,78"
2023-07-21 22:00:00,Meat,1.79
2023-07-21 22:00:00,dairy,3.59
2023-07-21 22:00:00,Dry,21.46
2023-07-22 00:00:00,Frozen,"-16,84"
2023-07-22 00:00:00,Meat,1.71
2023-07-22 00:00:00,dairy,4.37
2023-07-22 00:00:00,Dry,17.84
2023-07-22 02:00:00,Frozen,"-17,13"
2023-07-22 02:00:00,Meat,2.22
2023-07-22 02:00:00,dairy,3.48
2023-07-22 02:00:00,Dry,18.53
2023-07-22 04:00:00,Frozen,"-16,04"
2023-07-22 04:00:00,Meat,2.19
2023-07-22 04:00:00,dairy,3.85
2023-07-22 04:00:00,Dry,17.24
2023-07-22 06:00:00,Frozen,"-17,21"
2023-07-22 06:00:00,Meat,1.9
2023-07-22 06:00:00,dairy,3.85
2023-07-22 06:00:00,Dry,19.37
2023-07-22 08:00:00,Frozen,"-17,87"
2023-07-22 08:00:00,Meat,2.34
2023-07-22 08:00:00,dairy,3.85
2023-07-22 08:00:00,Dry,18.57
2023-07-22 10:00:00,Frozen,"-17,56"
2023-07-22 10:00:00,Meat,2.53
2023-07-22 10:00:00,dairy,4.5
2023-07-22 10:00:00,Dry,19.44
2023-07-22 12:00:00,Frozen,"-17,76"
2023-07-22 12:00:00,Meat,2.33
2023-07-22 12:00:00,dairy,4.16
2023-07-22 12:00:00,Dry,15.59
2023-07-22 14:00:00,Frozen,"-17,01"
2023-07-22 14:00:00,Meat,2.15
2023-07-22 14:00:00,dairy,4.22
2023-07-22 14:00:00,Dry,18.27
2023-07-22 16:00:00,Frozen,"-16,85"
2023-07-22 16:00:00,Meat,2.59
2023-07-22 16:00:00,dairy,4.49
2023-07-22 16:00:00,Dry,13.7
2023-07-22 18:00:00,Frozen,"-17,16"
2023-07-22 18:00:00,Meat,1.93
2023-07-22 18:00:00,dairy,3.3
2023-07-22 18:00:00,Dry,18.14
2023-07-22 20:00:00,Frozen,"-16,38"
2023-07-22 20:00:00,Meat,1.57
2023-07-22 20:00:00,dairy,4.13
2023-07-22 20:00:00,Dry,16.63
2023-07-22 22:00:00,Frozen,"-17,34"
2023-07-22 22:00:00,Meat,2.59
2023-07-22 22:00:00,dairy,3.78
2023-07-22 22:00:00,Dry,18.69
2023-07-23 00:00:00,Frozen,"-17,94"
2023-07-23 00:00:00,Meat,2.74
2023-07-23 00:00:00,dairy,4.24
2023-07-23 00:00:00,Dry,17.73
2023-07-23 02:00:00,Frozen,"-16,71"
2023-07-23 02:00:00,Meat,1.44
2023-07-23 02:00:00,dairy,4.47
2023-07-23 02:00:00,Dry,17.51
2023-07-23 04:00:00,Frozen,"-17,1"
2023-07-23 04:00:00,Meat,1.8
2023-07-23 04:00:00,dairy,3.77
2023-07-23 04:00:00,Dry,19.04
2023-07-23 06:00:00,Frozen,"-16,87"
2023-07-23 06:00:00,Meat,2.26
2023-07-23 06:00:00,dairy,4.0
2023-07-23 06:00:00,Dry,18.77
2023-07-23 08:00:00,Frozen,"-17,21"
2023-07-23 08:00:00,Meat,2.89
2023-07-23 08:00:00,dairy,3.37
2023-07-23 08:00:00,Dry,19.89
2023-07-23 10:00:00,Frozen,"-16,32"
2023-07-23 10:00:00,Meat,1.66
2023-07-23 10:00:00,dairy,4.89
2023-07-23 10:00:00,Dry,19.49
2023-07-23 12:00:00,Frozen,"-16,51"
2023-07-23 12:00:00,Meat,2.01
2023-07-23 12:00:00,dairy,3.91
2023-07-23 12:00:00,Dry,17.69
2023-07-23 14:00:00,Frozen,"-16,8"
2023-07-23 14:00:00,Meat,2.56
2023-07-23 14:00:00,dairy,4.07
2023-07-23 14:00:00,Dry,16.63
2023-07-23 16:00:00,Frozen,"-16,59"
2023-07-23 16:00:00,Meat,2.37
2023-07-23 16:00:00,dairy,4.26
2023-07-23 16:00:00,Dry,19.12
2023-07-23 18:00:00,Frozen,"-17,14"
2023-07-23 18:00:00,Meat,1.63
2023-07-23 18:00:00,dairy,3.65
2023-07-23 18:00:00,Dry,15.55
2023-07-23 20:00:00,Frozen,"-16,88"
2023-07-23 20:00:00,Meat,1.97
2023-07-23 20:00:00,dairy,3.82
2023-07-23 20:00:00,Dry,13.57
2023-07-23 22:00:00,Frozen,"-17,62"
2023-07-23 22:00:00,Meat,2.45
2023-07-23 22:00:00,dairy,3.73
2023-07-23 22:00:00,Dry,18.54
2023-07-24 00:00:00,Frozen,"-17,7"
2023-07-24 00:00:00,Meat,2.58
2023-07-24 00:00:00,dairy,3.94
2023-07-24 00:00:00,Dry,18.44
2023-07-24 02:00:00,Frozen,"-15,84"
2023-07-24 02:00:00,Meat,2.61
2023-07-24 02:00:00,dairy,3.88
2023-07-24 02:00:00,Dry,17.11
2023-07-24 04:00:00,Frozen,"-17,16"
2023-07-24 04:00:00,Meat,2.2
2023-07-24 04:00:00,dairy,3.96
2023-07-24 04:00:00,Dry,17.41
2023-07-24 06:00:00,Frozen,"-16,27"
2023-07-24 06:00:00,Meat,1.95
2023-07-24 06:00:00,dairy,4.92
2023-07-24 06:00:00,Dry,18.14
2023-07-24 08:00:00,Frozen,"-16,11"
2023-07-24 08:00:00,Meat,2.14
2023-07-24 08:00:00,dairy,4.39
2023-07-24 08:00:00,Dry,16.91
2023-07-24 10:00:00,Frozen,"-17,43"
2023-07-24 10:00:00,Meat,2.18
2023-07-24 10:00:00,dairy,4.4
2023-07-24 10:00:00,Dry,18.06
2023-07-24 12:00:00,Frozen,"-17,64"
2023-07-24 12:00:00,Meat,1.46
2023-07-24 12:00:00,dairy,3.43
2023-07-24 12:00:00,Dry,15.35
2023-07-24 14:00:00,Frozen,"-16,95"
2023-07-24 14:00:00,Meat,2.45
2023-07-24 14:00:00,dairy,3.99
2023-07-24 14:00:00,Dry,14.61
2023-07-24 16:00:00,Frozen,"-17,1"
2023-07-24 16:00:00,Meat,1.93
2023-07-24 16:00:00,dairy,4.84
2023-07-24 16:00:00,Dry,15.81
2023-07-24 18:00:00,Frozen,"-17,2"
2023-07-24 18:00:00,Meat,2.68
2023-07-24 18:00:00,dairy,4.18
2023-07-24 18:00:00,Dry,18.84
2023-07-24 20:00:00,Frozen,"-16,94"
2023-07-24 20:00:00,Meat,2.13
2023-07-24 20:00:00,dairy,4.31
2023-07-24 20:00:00,Dry,16.79
2023-07-24 22:00:00,Frozen,"-16,56"
2023-07-24 22:00:00,Meat,1.45
2023-07-24 22:00:00,dairy,4.13
2023-07-24 22:00:00,Dry,18.27
2023-07-25 00:00:00,Frozen,"-17,31"
2023-07-25 00:00:00,Meat,1.99
2023-07-25 00:00:00,dairy,3.75
2023-07-25 00:00:00,Dry,16.39
2023-07-25 02:00:00,Frozen,"-17,18"
2023-07-25 02:00:00,Meat,1.56
2023-07-25 02:00:00,dairy,4.13
2023-07-25 02:00:00,Dry,16.27
2023-07-25 04:00:00,Frozen,"-16,64"
2023-07-25 04:00:00,Meat,1.53
2023-07-25 04:00:00,dairy,3.77
2023-07-25 04:00:00,Dry,17.06
2023-07-25 06:00:00,Frozen,"-16,34"
2023-07-25 06:00:00,Meat,2.13
2023-07-25 06:00:00,dairy,3.92
2023-07-25 06:00:00,Dry,18.75
2023-07-25 08:00:00,Frozen,"-18,05"
2023-07-25 08:00:00,Meat,1.98
2023-07-25 08:00:00,dairy,4.8
2023-07-25 08:00:00,Dry,18.2
2023-07-25 10:00:00,Frozen,"-16,97"
2023-07-25 10:00:00,Meat,2.22
2023-07-25 10:00:00,dairy,4.36
2023-07-25 10:00:00,Dry,15.0
2023-07-25 12:00:00,Frozen,"-17,84"
2023-07-25 12:00:00,Meat,2.08
2023-07-25 12:00:00,dairy,3.71
2023-07-25 12:00:00,Dry,19.97
2023-07-25 14:00:00,Frozen,"-17,16"
2023-07-25 14:00:00,Meat,1.23
2023-07-25 14:00:00,dairy,3.49
2023-07-25 14:00:00,Dry,13.88
2023-07-25 16:00:00,Frozen,"-17,12"
2023-07-25 16:00:00,Meat,1.92
2023-07-25 16:00:00,dairy,3.83
2023-07-25 16:00:00,Dry,19.62
2023-07-25 18:00:00,Frozen,"-16,4"
2023-07-25 18:00:00,Meat,1.93
2023-07-25 18:00:00,dairy,3.15
2023-07-25 18:00:00,Dry,18.93
2023-07-25 20:00:00,Frozen,"-16,72"
2023-07-25 20:00:00,Meat,2.12
2023-07-25 20:00:00,dairy,4.39
2023-07-25 20:00:00,Dry,16.25
2023-07-25 22:00:00,Frozen,"-16,0"
2023-07-25 22:00:00,Meat,1.62
2023-07-25 22:00:00,dairy,4.3
2023-07-25 22:00:00,Dry,15.47
2023-07-26 00:00:00,Frozen,"-17,47"
2023-07-26 00:00:00,Meat,2.61
2023-07-26 00:00:00,dairy,3.9
2023-07-26 00:00:00,Dry,19.26
2023-07-26 02:00:00,Frozen,"-16,88"
2023-07-26 02:00:00,Meat,1.96
2023-07-26 02:00:00,dairy,4.55
2023-07-26 02:00:00,Dry,17.65
2023-07-26 04:00:00,Frozen,"-17,89"
2023-07-26 04:00:00,Meat,1.68
2023-07-26 04:00:00,dairy,4.22
2023-07-26 04:00:00,Dry,18.59
2023-07-26 06:00:00,Frozen,"-17,78"
2023-07-26 06:00:00,Meat,1.71
2023-07-26 06:00:00,dairy,3.77
2023-07-26 06:00:00,Dry,17.45
2023-07-26 08:00:00,Frozen,"-17,69"
2023-07-26 08:00:00,Meat,1.75
2023-07-26 08:00:00,dairy,3.71
2023-07-26 08:00:00,Dry,19.16
2023-07-26 10:00:00,Frozen,"-16,6"
2023-07-26 10:00:00,Meat,1.94
2023-07-26 10:00:00,dairy,3.84
2023-07-26 10:00:00,Dry,18.21
2023-07-26 12:00:00,Frozen,"-17,41"
2023-07-26 12:00:00,Meat,1.54
2023-07-26 12:00:00,dairy,3.62
2023-07-26 12:00:00,Dry,17.05
2023-07-26 14:00:00,Frozen,"-17,58"
2023-07-26 14:00:00,Meat,2.06
2023-07-26 14:00:00,dairy,4.29
2023-07-26 14:00:00,Dry,15.62
2023-07-26 16:00:00,Frozen,"-16,99"
2023-07-26 16:00:00,Meat,1.91
2023-07-26 16:00:00,dairy,4.14
2023-07-26 16:00:00,Dry,17.98
2023-07-26 18:00:00,Frozen,"-17,73"
2023-07-26 18:00:00,Meat,1.5
2023-07-26 18:00:00,dairy,4.01
2023-07-26 18:00:00,Dry,19.54
2023-07-26 20:00:00,Frozen,"-18,11"
2023-07-26 20:00:00,Meat,2.14
2023-07-26 20:00:00,dairy,4.48
2023-07-26 20:00:00,Dry,17.77
2023-07-26 22:00:00,Frozen,"-16,72"
2023-07-26 22:00:00,Meat,1.72
2023-07-26 22:00:00,dairy,3.95
2023-07-26 22:00:00,Dry,15.57
2023-07-27 00:00:00,Frozen,"-18,17"
2023-07-27 00:00:00,Meat,2.38
2023-07-27 00:00:00,dairy,3.61
2023-07-27 00:00:00,Dry,17.32
2023-07-27 02:00:00,Frozen,"-17,69"
2023-07-27 02:00:00,Meat,1.44
2023-07-27 02:00:00,dairy,3.93
2023-07-27 02:00:00,Dry,16.91
2023-07-27 04:00:00,Frozen,"-16,81"
2023-07-27 04:00:00,Meat,2.18
2023-07-27 04:00:00,dairy,4.13
2023-07-27 04:00:00,Dry,18.36
2023-07-27 06:00:00,Frozen,"-16,21"
2023-07-27 06:00:00,Meat,1.57
2023-07-27 06:00:00,dairy,3.98
2023-07-27 06:00:00,Dry,19.7
2023-07-27 08:00:00,Frozen,"-16,37"
2023-07-27 08:00:00,Meat,1.43
2023-07-27 08:00:00,dairy,3.88
2023-07-27 08:00:00,Dry,20.04
2023-07-27 10:00:00,Frozen,"-16,75"
2023-07-27 10:00:00,Meat,2.08
