company_id,registration_date,industry,region,employees,declared_revenue_annual,bank_account_age_months
9129,2013-09-08,Professional Services,region_6,881,477847.78,20
5102,2014-04-02,Healthcare,region_9,950,46937.19,62
6160,2011-10-24,IT,region_1,313,569663.38,28
9179,2018-10-02,Entertainment,region_4,302,482312.04,14
1624,2014-10-05,Professional Services,region_4,194,765777.18,45
6796,2018-03-05,Energy,region_8,317,645243.8,74
4081,2014-03-26,Hospitality,region_2,822,488633.96,54
7479,2016-06-05,IT,region_3,638,43273.87,83
4049,2017-12-26,Agriculture,region_2,195,642343.6,9
1139,2015-07-04,Agriculture,region_8,138,359217.42,56
5362,2014-04-28,Professional Services,region_4,495,492112.26,7
8529,2012-04-26,Finance,region_10,864,36214.31,61
1343,2015-04-08,Energy,region_4,260,999414.84,15
9000,2019-01-21,Healthcare,region_1,211,603622.71,8
1471,2011-11-06,Agriculture,region_5,939,550593.53,97
1872,2016-09-24,Manufacturing,region_1,197,110768.13,91
4981,2016-05-26,Energy,region_2,18,439695.26,98
7297,2011-11-22,Manufacturing,region_9,205,412437.18,104
8143,2014-01-01,Healthcare,region_7,228,944704.19,62
3024,2019-04-05,Construction,region_6,454,357836.19,48
2227,2011-11-03,Construction,region_8,297,525562.9,27
7974,2011-09-12,Transportation,region_7,197,507965.3,18
8755,2018-03-15,Construction,region_9,593,776111.26,44
2295,2019-03-12,Retail,region_5,897,335654.21,10
1792,2014-02-20,Energy,region_2,564,485803.06,71
4570,2013-03-02,Entertainment,region_6,183,589296.34,46
2635,2012-12-15,Agriculture,region_4,334,697104.56,44
1853,2018-03-23,Telecommunications,region_9,8,45942.62,109
5120,2016-01-19,IT,region_7,511,430093.06,76
8872,2010-10-22,Finance,region_9,301,293876.46,116
6718,2013-03-09,Energy,region_10,560,210651.01,71
6510,2014-04-16,Telecommunications,region_2,526,275828.51,56
7461,2017-03-21,Real Estate,region_9,976,38060.33,34
3168,2010-09-12,Education,region_7,732,695037.53,18
1740,2014-06-29,Telecommunications,region_1,837,528189.61,63
2109,2011-03-01,Telecommunications,region_6,416,259193.54,65
2471,2012-01-04,Education,region_6,662,142637.45,68
8947,2018-12-28,IT,region_8,620,623831.23,32
6505,2018-11-22,Construction,region_3,852,862160.02,63
9456,2013-03-30,Energy,region_1,350,533375.79,23
9412,2012-12-06,Hospitality,region_2,926,823397.01,90
6167,2014-03-17,Finance,region_6,452,85188.88,34
3730,2015-04-18,Hospitality,region_4,327,17014.5,74
8283,2016-12-30,Manufacturing,region_9,52,370717.96,10
6275,2019-04-24,Healthcare,region_10,682,758981.49,36
4327,2011-09-13,IT,region_1,815,10982.54,70
4429,2013-06-24,Telecommunications,region_1,785,938189.61,29
9560,2019-04-25,Construction,region_1,262,791662.62,58
9661,2012-07-24,Agriculture,region_4,754,795090.58,14
9621,2016-08-23,Education,region_5,796,444820.06,118
7466,2015-01-22,Transportation,region_9,413,557144.85,85
5379,2011-08-26,Healthcare,region_5,178,568653.24,114
2464,2018-09-26,Energy,region_2,840,567352.42,69
9894,2012-05-19,Agriculture,region_5,310,216558.88,92
5403,2010-01-27,Agriculture,region_4,8,857402.88,67
8258,2018-04-12,Construction,region_4,236,760716.55,89
6106,2010-12-13,IT,region_7,418,574804.06,50
9519,2013-05-18,Transportation,region_9,35,501593.23,71
4612,2015-02-05,Energy,region_2,282,959482.6,75
9123,2010-02-12,Telecommunications,region_7,449,757817.83,112
5814,2018-11-03,Education,region_7,547,767722.76,67
2245,2011-04-04,Professional Services,region_5,599,510904.77,50
4300,2010-08-24,Education,,158,839241.12,118
5786,2019-01-16,Agriculture,region_8,31,172734.94,60
2311,2013-09-24,Finance,region_3,233,596255.18,100
3300,2016-08-15,Transportation,region_3,735,887029.81,69
3643,2013-04-19,Professional Services,region_2,475,485279.27,119
2155,2018-06-02,Healthcare,region_4,463,557666.65,106
6517,2016-11-03,Education,region_6,297,801116.37,114
8674,2010-09-16,Agriculture,region_6,432,713958.66,65
8809,2011-01-24,Entertainment,region_8,189,973615.2,43
6526,2011-04-30,Finance,region_8,569,313706.34,103
7894,2017-04-16,Healthcare,region_6,311,451275.34,38
6064,2015-10-30,Finance,region_1,426,747828.36,35
3420,2013-07-24,Energy,region_4,794,407681.79,74
8481,2010-10-23,Real Estate,region_8,994,489371.38,51
9939,2015-04-10,Entertainment,,806,334790.43,32
6107,2018-09-06,Real Estate,region_9,479,870762.55,121
2423,2017-03-28,Manufacturing,region_1,442,293967.2,36
8094,2014-09-29,Education,region_2,444,13963.13,114
2286,2013-09-08,Agriculture,region_4,204,233520.65,47
6295,2016-05-24,Hospitality,region_7,21,606531.2,109
6371,2016-02-26,Professional Services,region_6,165,327378.22,38
7867,2013-08-06,Transportation,region_7,731,837157.91,58
4866,2012-02-19,Agriculture,region_2,887,675715.18,112
6542,2017-09-14,Real Estate,region_5,756,602869.79,117
2193,2016-08-11,Retail,region_3,67,823906.0,14
9756,2011-11-11,Manufacturing,region_9,648,39907.85,38
8112,2015-05-04,Construction,region_3,57,758318.95,38
8378,2015-10-22,Professional Services,region_3,434,304356.23,105
9579,2014-05-16,Manufacturing,region_6,208,324478.67,107
2906,2017-12-31,Retail,region_3,677,66717.84,108
5555,2014-12-22,Retail,region_3,892,682656.32,51
9018,2015-07-08,Manufacturing,region_6,338,386198.41,20
7340,2011-06-23,Construction,region_10,614,303292.19,10
1714,2011-12-29,Healthcare,region_3,377,575800.64,43
3597,2018-12-02,Transportation,region_8,740,179293.45,120
9206,2014-11-17,Construction,region_10,764,354532.88,16
7811,2016-03-05,Agriculture,region_7,385,48521.71,33
7378,2018-08-18,Healthcare,,242,429349.49,93
5974,2014-11-30,Telecommunications,region_1,30,435726.3,92
2213,2017-03-09,Manufacturing,region_2,989,70221.57,85
6911,2017-03-20,Real Estate,region_8,673,444644.76,108
6862,2011-04-06,Telecommunications,region_9,959,756817.46,121
5098,2015-11-19,Professional Services,region_6,733,803783.8,99
7301,2014-12-28,Finance,region_5,570,852526.62,65
7043,2012-02-10,Retail,region_6,802,962267.24,76
8422,2012-10-05,Transportation,region_6,548,907833.39,114
9357,2010-12-01,Retail,region_5,172,975213.08,31
5597,2012-08-14,Transportation,region_2,796,219081.78,57
9115,2011-11-10,Energy,region_3,514,99235.61,18
9598,2017-02-16,Entertainment,region_1,766,208268.12,41
6115,2012-04-22,Transportation,region_4,454,753799.02,79
5937,2016-03-28,Retail,region_2,287,928569.42,38
3006,2014-12-23,Retail,region_9,331,97506.33,42
1456,2018-12-14,Retail,region_7,836,343616.75,65
8887,2013-04-11,Energy,region_7,942,961647.91,52
8556,2011-09-26,Agriculture,region_1,359,707413.71,62
9085,2018-07-07,Entertainment,region_3,963,94125.01,63
4559,2010-08-22,Finance,region_10,361,928579.64,66
9674,2010-09-14,Retail,,353,701163.19,7
7053,2016-06-02,Manufacturing,region_7,829,566706.2,23
9224,2014-11-01,Healthcare,region_2,781,421128.6,7
5426,2019-05-11,Healthcare,region_1,82,186424.79,42
7737,2015-03-15,Professional Services,region_3,669,633289.56,77
1988,2011-12-03,Retail,region_1,843,568431.1,21
2536,2016-07-23,Healthcare,region_2,394,433535.67,15
6039,2012-12-27,Manufacturing,,636,631474.57,95
6525,2014-04-18,Healthcare,region_2,726,549533.11,39
5316,2016-05-23,Transportation,region_7,639,481153.31,78
8645,2014-02-16,Transportation,,474,297406.16,15
5290,2012-12-28,Construction,region_7,763,290149.75,98
3236,2014-08-15,Professional Services,region_9,656,612047.63,10
9421,2014-09-04,Manufacturing,region_3,641,243904.9,87
7666,2014-09-11,Construction,region_5,282,373075.67,104
5144,2013-10-07,Energy,region_8,383,443160.99,99
3554,2019-12-30,Energy,region_1,1,6269.88,90
6163,2016-03-28,IT,region_3,558,568167.84,43
8816,2013-02-23,Retail,region_2,471,376921.98,103
9659,2018-06-12,Retail,region_1,585,418187.62,121
9910,2018-02-21,Energy,region_6,25,424400.26,47
2664,2010-10-25,Retail,region_1,881,974697.62,59
6634,2018-09-07,Retail,region_6,851,929640.72,54
3930,2018-02-25,Entertainment,region_10,487,527936.28,65
5057,2012-06-13,Finance,region_6,315,406065.89,107
8304,2017-09-05,Retail,region_6,737,707824.73,99
1786,2014-09-13,Telecommunications,region_6,671,814776.29,59
4747,2014-04-23,Entertainment,region_9,162,479784.79,65
3668,2014-04-07,Education,region_10,400,311862.23,52
2747,2014-04-30,Entertainment,region_9,775,225658.92,55
2108,2016-12-03,Hospitality,region_3,925,215279.8,42
1896,2014-05-29,Agriculture,region_6,104,910837.8,22
6453,2016-11-19,Education,region_1,36,109006.23,82
1888,2017-01-01,Real Estate,region_1,294,502720.16,81
7971,2010-09-11,Agriculture,region_9,190,198976.3,43
1925,2017-10-25,Telecommunications,region_9,326,100220.13,30
1824,2018-06-03,Professional Services,region_8,429,959436.12,79
8371,2012-09-17,Manufacturing,region_10,52,989187.16,74
7961,2018-12-14,Manufacturing,region_2,400,322381.38,67
6315,2012-11-26,Transportation,region_5,934,99455.29,46
6821,2017-09-18,Professional Services,region_6,436,151908.8,78
5560,2018-02-16,Agriculture,region_3,719,85598.19,28
4521,2019-10-31,Agriculture,region_4,18,198696.83,4
3495,2019-12-16,IT,region_4,16,146845.14,3
6743,2015-05-19,Professional Services,region_5,225,472085.4,13
7952,2010-01-14,Entertainment,region_4,546,89873.57,55
8851,2017-03-15,Transportation,region_8,20,104281.27,104
7880,2016-04-12,Professional Services,region_9,649,363544.44,89
6176,2016-08-23,Education,region_8,542,192297.82,13
9292,2018-01-21,Professional Services,region_2,247,271148.18,77
5613,2014-04-12,Hospitality,region_7,48,569496.63,35
8522,2017-02-15,Telecommunications,region_3,965,724057.44,16
3441,2015-07-21,Real Estate,region_3,319,903346.22,90
7859,2010-07-05,Agriculture,region_10,700,485230.69,82
2454,2017-10-17,Hospitality,region_9,359,643971.26,30
3112,2018-04-30,Education,region_4,659,848365.44,42
2243,2010-12-31,Finance,region_7,446,755965.56,86
3269,2010-09-20,Construction,region_3,527,249074.71,36
1643,2018-09-19,Energy,region_2,720,950107.01,26
9585,2014-04-22,Finance,region_3,658,851160.63,102
6300,2018-05-19,Professional Services,region_8,399,802077.29,62
6361,2012-10-26,Finance,region_8,453,127589.35,73
2360,2012-07-02,Finance,region_8,698,910988.78,108
2832,2015-10-10,Manufacturing,region_1,605,183070.75,54
3437,2015-05-08,Finance,region_10,652,578244.37,12
3510,2015-03-23,Manufacturing,region_4,339,731978.53,37
9167,2011-02-20,Agriculture,region_2,925,543883.22,8
5914,2018-10-23,Hospitality,region_9,481,767164.82,17
4753,2018-01-25,Hospitality,region_2,224,329975.22,30
2204,2013-08-06,Hospitality,region_7,516,302089.74,111
6919,2015-01-12,Manufacturing,region_10,310,908341.03,84
4889,2012-09-27,Healthcare,region_4,593,523394.79,112
6169,2011-01-16,Real Estate,region_4,773,505312.46,45
8448,2016-12-17,Education,region_5,358,324804.66,106
8246,2014-04-18,Construction,region_5,801,888168.63,52
5738,2010-01-14,Hospitality,region_8,46,484480.65,66
4412,2013-06-11,Transportation,region_2,734,630548.07,11
6863,2014-08-28,Manufacturing,region_9,348,508015.35,8
2405,2017-11-14,Education,region_8,798,396580.14,6
5240,2019-03-10,IT,region_1,515,262656.81,61
6211,2012-01-14,Retail,region_5,439,421521.41,120
7495,2014-05-25,IT,region_1,475,585062.63,60
3284,2019-02-26,Retail,region_7,76,456415.5,32
2375,2014-07-12,Finance,region_7,530,402396.24,105
9820,2012-09-23,Hospitality,region_7,25,410112.99,52
4434,2015-02-20,Retail,region_3,205,995713.1,87
8179,2018-04-14,Professional Services,region_10,559,615642.75,70
4652,2013-04-17,Telecommunications,region_7,188,136112.26,90
4955,2014-11-08,Manufacturing,region_10,921,808766.1,81
6327,2018-03-27,Transportation,region_8,949,89964.04,63
9204,2013-09-26,Education,region_10,838,286997.83,121
6139,2018-05-23,Energy,region_3,675,111338.63,26
9324,2011-06-15,Real Estate,region_10,111,618283.22,9
3365,2012-05-14,Real Estate,region_3,683,454318.32,13
2116,2017-03-28,Manufacturing,region_6,361,454860.4,36
4354,2014-02-11,Finance,region_10,88,80457.13,84
9255,2015-01-21,Construction,region_5,187,23953.7,92
9194,2018-01-20,Telecommunications,region_2,570,607172.61,107
8096,2015-08-12,IT,region_5,260,976438.86,86
9913,2012-07-19,Education,region_4,710,180150.67,13
1060,2019-11-16,Real Estate,region_10,28,231061.37,3
6558,2011-08-21,Transportation,region_3,465,720825.8,65
7189,2016-07-19,Entertainment,region_3,26,203813.89,75
2329,2016-04-09,IT,region_9,158,535448.84,27
4595,2011-07-01,Professional Services,region_10,36,470516.45,64
5647,2016-11-08,Education,region_9,731,290303.73,108
8285,2019-10-27,Entertainment,region_6,27,184583.23,2
2199,2011-12-21,Manufacturing,region_9,511,483727.34,121
4986,2018-08-17,Transportation,region_10,216,51645.78,64
3720,2011-05-14,Professional Services,region_4,591,17274.66,87
8924,2012-01-30,Finance,region_10,135,897640.84,114
5541,2010-11-11,Finance,region_1,582,608701.23,121
6412,2017-08-26,Entertainment,region_5,80,593993.82,66
5886,2015-09-05,Healthcare,region_7,179,537710.2,74
1512,2017-02-16,Construction,region_8,717,997337.64,42
6132,2019-05-23,Real Estate,region_10,395,350815.21,70
5282,2019-04-06,Retail,,524,800059.11,32
9981,2011-09-19,Entertainment,region_8,448,935409.58,77
7605,2012-04-30,Hospitality,region_1,401,825996.56,111
4776,2013-08-18,Healthcare,region_1,820,555454.77,29
9518,2015-12-03,Manufacturing,region_7,842,921158.74,115
2176,2010-07-30,Energy,,877,841848.51,60
9326,2010-06-07,Entertainment,region_9,30,516157.54,73
3808,2018-04-18,Hospitality,region_8,685,241952.64,71
3756,2010-01-28,Education,region_5,768,878403.61,90
9384,2011-08-07,Hospitality,region_1,1001,659393.58,13
3548,2017-03-25,Healthcare,region_7,694,952678.72,65
7647,2014-11-20,Telecommunications,region_7,713,546430.33,34
8801,2010-01-21,Education,region_8,747,126949.54,50
2790,2013-11-29,Telecommunications,region_2,718,291165.76,56
3061,2018-09-17,Finance,region_5,170,594632.03,30
1352,2012-08-18,Professional Services,region_6,728,35947.26,109
9308,2016-08-30,Entertainment,region_6,230,476886.75,18
2246,2010-10-23,Finance,region_6,518,722939.04,23
2819,2018-05-07,Agriculture,region_1,763,523741.13,34
6184,2016-02-03,Construction,region_2,615,758950.71,26
5452,2013-01-15,IT,region_6,800,749134.95,65
9307,2016-11-28,Education,region_4,907,920029.88,75
7954,2012-04-26,IT,region_8,168,377567.68,81
8269,2012-06-13,Professional Services,,631,777480.92,35
3809,2016-10-01,Healthcare,region_7,8,515554.03,39
7363,2017-10-17,Retail,region_4,245,596285.08,32
7878,2014-02-06,IT,region_10,143,244492.0,39
1567,2016-07-30,Real Estate,region_6,803,378283.72,102
2825,2011-11-11,Healthcare,,831,243927.2,41
9226,2016-08-21,Energy,region_10,280,879134.64,42
8270,2010-11-29,Education,,462,387535.41,63
4512,2014-03-27,Agriculture,region_7,136,973927.43,103
5803,2016-05-16,Finance,,531,340930.68,84
5505,2013-12-15,Agriculture,region_5,707,426702.58,101
4204,2017-07-03,Finance,region_6,971,183167.78,106
4185,2017-12-07,Manufacturing,region_10,1001,243120.42,121
8615,2019-04-29,Education,region_2,651,50093.96,114
6594,2013-04-14,Transportation,region_10,901,830211.98,33
6789,2011-02-07,Retail,region_4,639,792509.14,88
2993,2011-04-17,Real Estate,region_3,332,120978.24,95
1841,2010-01-09,Professional Services,region_8,528,851926.87,30
7731,2018-06-27,IT,region_5,22,484129.22,47
2293,2018-08-24,Transportation,region_8,773,28663.06,84
6802,2013-08-19,Real Estate,region_5,13,403499.34,21
3286,2015-11-07,Hospitality,region_8,759,328186.67,93
3738,2014-08-09,Retail,region_4,976,123120.38,20
1711,2011-04-16,Retail,region_8,303,765555.21,119
5517,2018-09-13,Transportation,region_8,960,852056.32,95
5297,2019-01-21,Retail,region_10,727,684575.64,103
4745,2014-04-10,Entertainment,region_5,643,657433.42,42
9803,2018-06-02,Entertainment,region_8,95,669554.99,54
6685,2018-03-01,Transportation,region_10,923,39335.57,11
7732,2018-02-18,Professional Services,region_3,360,282128.31,87
6990,2017-02-09,Education,,465,79784.61,38
2950,2019-10-08,Real Estate,region_9,2,16266.95,45
8472,2012-03-11,Agriculture,region_10,401,706699.25,8
3296,2019-06-01,Finance,region_6,279,815391.28,17
7398,2013-03-25,Telecommunications,region_6,217,558224.47,10
5845,2018-09-08,Construction,region_5,878,171122.22,87
3516,2011-06-11,Entertainment,region_5,312,88278.49,101
4568,2013-01-15,Entertainment,region_8,681,792695.47,115
8857,2010-03-08,Transportation,region_10,545,510700.7,95
3055,2017-10-03,Education,region_10,886,243097.5,107
5050,2012-07-27,Telecommunications,region_5,407,978262.31,30
3780,2010-10-21,Agriculture,region_4,336,403402.39,58
6168,2010-09-26,Real Estate,region_4,371,702923.14,81
8852,2011-01-03,Professional Services,region_2,222,115316.84,18
2490,2011-04-18,Entertainment,region_4,79,472348.17,84
1048,2013-12-22,Transportation,region_7,141,553824.9,70
5156,2014-08-22,Telecommunications,region_9,651,642205.28,114
5785,2013-06-24,Healthcare,region_5,626,850967.2,106
1422,2017-08-26,Agriculture,region_4,370,452726.98,37
9464,2012-10-25,Construction,region_1,651,62502.05,104
5895,2012-12-13,Manufacturing,region_1,981,208659.96,31
9567,2015-05-20,Professional Services,region_7,44,280210.41,72
1250,2010-10-12,Retail,region_9,753,469067.54,41
6935,2015-03-18,Transportation,region_8,131,133204.36,82
9030,2011-03-28,Transportation,region_2,116,578554.32,18
7873,2011-09-12,Manufacturing,region_5,918,460221.6,24
7120,2014-01-01,Construction,region_9,644,346941.02,100
5831,2012-12-29,IT,region_9,162,313415.57,121
5615,2016-10-31,Transportation,region_2,681,120251.32,22
2480,2012-01-04,IT,region_4,877,944673.96,114
6188,2012-04-13,IT,region_3,777,354391.96,121
4928,2015-07-04,Education,region_8,859,731307.71,6
9963,2017-03-08,Construction,region_7,797,405951.72,105
7392,2017-11-27,Real Estate,region_5,482,529661.28,109
8874,2010-03-21,Retail,region_2,766,379855.1,45
5013,2011-10-11,Finance,region_1,92,433615.32,56
5792,2016-03-19,Transportation,region_10,466,615775.68,34
5544,2018-11-25,Hospitality,region_1,199,351318.53,54
7554,2014-09-10,Real Estate,region_3,422,547636.03,57
1685,2012-02-28,Entertainment,region_3,75,343240.96,88
6584,2017-01-16,Transportation,region_10,776,323295.54,53
8034,2013-06-11,Real Estate,,241,910208.3,50
3679,2013-01-10,Hospitality,region_3,351,641956.56,21
1256,2015-03-09,Manufacturing,region_3,782,293065.7,69
2638,2019-02-28,Telecommunications,region_2,586,870196.38,77
9316,2017-02-22,Education,region_9,533,370467.28,28
3171,2010-09-22,Transportation,region_1,478,989545.51,54
4090,2016-06-11,Telecommunications,region_9,505,508718.77,61
7733,2014-09-08,Manufacturing,region_6,679,662228.6,37
3526,2014-04-18,Construction,region_7,712,647645.99,36
9444,2019-06-19,Education,region_5,951,84248.5,6
5293,2012-05-06,Healthcare,region_7,280,658936.45,69
6917,2010-01-10,Professional Services,region_9,224,967277.67,73
3496,2012-09-30,Energy,,752,145463.47,21
6145,2014-11-03,Education,region_4,757,955828.4,37
2334,2010-01-04,Entertainment,region_6,192,484421.13,84
8624,2012-04-20,Healthcare,region_5,163,55604.25,30
9509,2010-04-24,Hospitality,region_5,732,414514.76,90
2619,2015-05-12,Entertainment,region_6,184,684156.93,66
2010,2013-03-28,Retail,region_8,432,25757.14,31
2446,2014-10-01,Transportation,region_3,905,717406.58,70
8785,2015-12-09,Transportation,region_9,707,417167.95,40
5340,2017-10-21,Finance,region_6,844,909883.28,97
1211,2019-02-14,Healthcare,region_7,685,742744.75,26
3027,2011-08-27,Entertainment,region_2,406,131741.06,7
2021,2015-05-03,Transportation,region_3,429,282182.38,86
1851,2015-10-03,Transportation,region_2,595,659356.31,21
5611,2019-03-06,Entertainment,region_4,206,734057.59,14
1210,2018-04-25,Energy,,135,468416.34,116
3349,2014-04-06,Telecommunications,region_3,283,510343.68,20
5065,2016-12-04,Hospitality,region_3,862,124118.06,82
2044,2017-07-23,Transportation,region_6,446,638980.9,46
4892,2017-03-08,Healthcare,region_6,248,524120.77,73
9290,2014-01-17,Construction,region_6,683,393625.53,109
4357,2018-01-31,Energy,region_9,763,346897.64,75
1055,2011-08-15,Construction,region_7,114,698088.0,103
8919,2010-01-02,Education,region_3,993,447685.23,38
7073,2017-08-07,Education,region_7,484,228670.05,120
3917,2011-01-23,Telecommunications,region_2,715,295607.68,63
7117,2018-02-26,Telecommunications,region_6,713,576441.67,45
2412,2018-05-08,Retail,region_5,459,129371.67,31
7365,2010-11-10,Entertainment,region_4,943,330739.75,13
7801,2012-05-22,Professional Services,region_4,590,413845.35,112
1916,2012-08-01,Education,region_2,280,880978.69,82
4634,2016-04-06,Construction,region_3,659,719498.72,62
9565,2011-04-18,Retail,region_5,633,789686.94,37
9484,2013-07-05,Professional Services,region_7,783,727116.49,48
7298,2015-09-20,Hospitality,region_7,860,62817.47,34
5655,2010-02-27,Education,region_8,558,599229.16,98
7451,2013-04-05,Real Estate,region_7,694,235533.04,39
7382,2017-03-31,Transportation,region_9,629,244317.16,32
4691,2018-09-29,Finance,region_8,365,717493.76,31
6463,2017-12-29,Construction,region_1,574,243301.38,34
2048,2019-04-26,Agriculture,region_6,322,40844.25,77
6895,2013-07-20,Telecommunications,region_6,174,874077.48,42
4659,2018-12-09,Entertainment,region_4,469,216197.19,95
3564,2010-10-27,Real Estate,region_2,771,317632.87,31
1566,2017-08-10,Finance,region_3,337,636774.68,70
1763,2010-10-08,Healthcare,region_8,458,856395.68,6
2105,2013-03-21,Finance,region_10,599,231308.66,112
7305,2015-01-11,Education,region_7,569,225967.69,77
5853,2013-06-08,Transportation,region_7,171,53419.7,81
1867,2012-02-25,Retail,region_3,843,408810.95,87
8954,2018-10-10,Finance,region_1,209,728966.41,93
5222,2016-09-27,Professional Services,region_5,787,604840.88,62
6078,2015-12-20,Agriculture,region_4,842,880322.32,60
9050,2013-06-21,Energy,,791,328884.94,56
1389,2018-06-17,IT,region_8,13,853125.41,13
4674,2014-07-09,Real Estate,region_2,241,896773.53,28
6422,2010-06-18,Finance,region_2,765,248335.52,31
4460,2016-07-02,Hospitality,region_3,425,998902.63,34
2326,2010-04-27,Retail,region_9,164,980442.18,99
1798,2015-07-02,Hospitality,region_3,774,818651.87,19
6847,2012-10-27,IT,region_6,553,606614.25,64
7231,2017-11-26,Retail,region_10,909,153465.02,41
9390,2010-03-07,Healthcare,region_3,627,363913.29,50
7652,2014-09-22,Professional Services,region_6,417,458223.37,45
9335,2013-09-04,Finance,region_2,228,493096.4,61
9755,2016-03-07,Transportation,region_5,844,585537.79,26
2066,2011-05-12,Real Estate,region_10,935,419467.11,66
4642,2015-07-20,IT,region_8,832,418108.34,39
4589,2015-03-22,Hospitality,region_1,368,994874.94,8
7840,2012-12-15,Retail,region_6,609,863206.85,102
2209,2013-02-02,Entertainment,region_3,28,618259.22,92
6362,2015-03-24,Energy,region_9,825,514889.04,39
5670,2015-06-28,Professional Services,region_1,615,755834.93,45
9418,2018-05-25,Professional Services,region_1,185,769034.57,75
5086,2012-11-21,Transportation,region_3,626,313765.5,18
9048,2014-03-29,Manufacturing,region_3,586,445086.95,10
5203,2014-09-06,Finance,region_7,978,306650.43,113
6698,2017-06-03,Education,,364,505035.85,107
3013,2011-05-14,Agriculture,region_1,232,844343.56,88
9879,2014-02-26,Healthcare,region_9,747,337866.46,113
1817,2012-02-21,Healthcare,region_1,487,895346.38,95
2383,2013-04-01,Manufacturing,,984,225158.48,60
6717,2015-07-07,Transportation,region_1,329,593635.29,41
2029,2016-04-15,Telecommunications,region_5,34,131413.33,115
3393,2016-07-30,Real Estate,region_3,736,372708.43,40
6479,2018-04-30,Energy,,644,629425.96,89
3293,2012-06-11,Finance,region_7,179,58009.64,34
7965,2019-06-20,Hospitality,,973,661312.86,67
3836,2017-03-08,Entertainment,region_4,677,63748.18,20
2459,2019-04-17,Real Estate,region_7,455,576764.68,109
8864,2012-06-10,Telecommunications,region_2,127,678177.83,19
4170,2010-04-01,Retail,region_6,273,755776.52,45
1754,2012-12-01,Transportation,,177,178528.0,40
6541,2017-11-21,Finance,region_1,985,930585.7,12
7701,2010-12-16,Professional Services,region_8,455,252649.28,22
8500,2010-11-06,Agriculture,region_1,580,381362.52,58
2868,2018-11-02,Hospitality,region_9,128,111346.63,46
2125,2018-07-27,Professional Services,,432,447859.54,61
2530,2016-02-12,Entertainment,region_1,198,243533.33,119
3472,2010-10-22,Hospitality,region_7,332,715356.47,52
3839,2015-09-30,Hospitality,region_3,113,443235.77,79
7857,2018-03-10,Professional Services,region_5,115,268685.22,41
8909,2019-02-02,Manufacturing,region_7,513,209442.0,69
3606,2011-09-12,IT,region_9,658,265540.28,13
5261,2013-12-05,Transportation,region_9,878,606066.95,46
4513,2015-06-15,Transportation,region_2,992,589218.07,81
7177,2011-07-29,Healthcare,region_9,372,59241.38,90
4737,2011-03-29,Agriculture,region_9,145,956776.54,62
2542,2011-05-30,Real Estate,region_10,862,388056.66,120
7651,2014-01-08,Real Estate,region_10,745,734079.97,26
9275,2010-04-17,Finance,region_8,988,384592.25,115
3125,2018-06-10,Education,region_7,611,314059.98,70
6296,2013-06-26,Energy,region_10,452,864037.48,51
3033,2012-04-05,Healthcare,region_3,286,248995.97,121
3419,2012-06-22,Energy,,557,617225.64,93
5500,2016-04-26,Hospitality,region_3,364,998708.54,79
1282,2010-05-29,Retail,region_10,286,431161.32,121
4689,2016-03-17,Hospitality,region_1,696,402098.36,46
2266,2019-03-02,Manufacturing,region_8,411,334862.08,63
2649,2013-06-24,Education,region_2,355,153819.74,10
6872,2017-02-06,Construction,region_6,923,443390.68,22
1733,2012-03-24,Transportation,region_4,287,169218.1,34
4793,2016-05-09,Entertainment,region_3,698,669195.17,37
9420,2016-11-15,Energy,region_6,700,870058.32,10
6750,2015-12-05,Real Estate,region_2,75,726175.41,93
5046,2013-03-05,Education,region_7,480,755626.44,111
5512,2012-02-06,Hospitality,region_4,906,929024.06,78
4313,2015-07-19,IT,region_1,292,648159.29,101
8441,2011-12-11,Professional Services,region_3,902,885653.17,55
5984,2015-06-10,Hospitality,region_2,49,322539.94,102
2363,2011-09-07,Agriculture,region_6,36,601362.56,13
4661,2013-01-10,Hospitality,region_9,739,224235.57,89
9118,2011-10-31,Finance,region_3,699,785579.35,116
6820,2017-03-30,Transportation,region_5,665,198853.34,15
8931,2017-06-26,Professional Services,region_1,565,393801.07,101
4841,2015-02-06,Healthcare,region_4,620,319058.27,53
6080,2018-08-05,Retail,region_7,46,684998.56,36
5538,2015-11-09,Education,region_4,126,732056.94,70
9822,2012-04-28,Healthcare,region_2,231,819931.79,110
9849,2012-02-23,Healthcare,,597,730035.47,27
7421,2018-04-19,Construction,region_10,962,156275.91,11
5009,2015-11-07,Telecommunications,region_10,766,16029.38,97
4723,2010-09-23,Telecommunications,region_2,952,819215.64,80
2328,2013-10-17,Healthcare,region_5,17,661451.99,57
2974,2016-12-22,Retail,region_1,97,831686.78,61
7256,2010-07-15,Finance,region_9,79,813757.35,20
6500,2016-10-27,Entertainment,region_5,962,277834.23,34
8158,2016-02-29,IT,region_6,667,15791.52,57
6535,2011-01-02,Education,region_2,179,932339.3,77
1780,2017-10-24,Agriculture,region_7,437,72898.01,28
4994,2019-02-11,IT,region_4,111,742544.13,40
4695,2011-10-24,Energy,region_1,467,523196.84,22
9515,2013-05-16,Retail,region_10,68,945036.05,97
1765,2013-01-06,Education,region_6,923,456440.15,30
1966,2012-04-16,Construction,region_10,31,10311.28,51
9845,2016-01-11,Entertainment,region_2,265,881719.73,111
5842,2013-07-13,Agriculture,region_9,748,319484.96,112
