invoice_id,seller_id,buyer_id,invoice_date,net_amount,vat_amount,gross_amount,vat_rate,product_category,payment_delay_days
200578,9621,4634,2019-02-02,692.22,159.21,851.43,0.23,Automotive,53
775505,3420,7814,2019-08-26,121.92,28.04,149.96,0.23,Automotive,53
593334,5560,4162,2019-01-06,414.66,95.37,510.03,0.23,Electronics,43
668796,1755,7656,2019-09-11,256.3,12.82,269.12,0.05,Healthcare Equipment,10
366039,5088,8931,2019-06-08,1082.61,86.61,1169.22,0.08,Clothing,5
221469,7312,9122,2019-11-06,20030.55,4607.03,24637.58,0.23,,12
428537,6598,2253,2019-11-20,329.78,75.85,405.63,0.23,Clothing,21
576394,1798,5647,2019-12-08,3080.51,246.44,3326.95,0.08,Software,19
535849,8472,7971,2019-05-29,2423.1,193.85,2616.95,0.08,Office Supplies,50
892575,1755,6483,2019-07-01,5299.23,423.94,5723.17,0.08,Healthcare Equipment,44
827857,6394,6169,2019-05-03,1221.04,280.84,1501.88,0.23,Financial Services,18
788364,4994,7250,2019-06-13,358.0,82.34,440.34,0.23,Clothing,41
295980,3144,3488,2019-11-09,167.23,38.46,205.69,0.23,Services,12
914835,9096,8873,2019-03-11,1639.67,81.98,1721.65,0.05,Software,23
192195,6750,9518,2019-04-24,1067.51,85.4,1152.91,0.08,Financial Services,31
841820,6064,2245,2019-12-06,1721.59,86.08,1807.67,0.05,Furniture,36
211074,9567,4090,2019-04-30,15793.28,1263.46,17056.74,0.08,Education Services,10
697302,7096,5293,2019-02-01,354.4,28.35,382.75,0.08,Food,51
532801,8079,9222,2019-02-20,6525.59,326.28,6851.87,0.05,Services,29
592444,9042,12345679,2019-12-07,1303.55,299.82,1603.37,0.23,Services,39
937308,3657,1471,2019-06-30,858.97,42.95,901.92,0.05,Software,54
816836,8598,2295,2019-04-09,426.54,34.12,460.66,0.08,Healthcare Equipment,21
521634,8559,7633,2019-02-20,110.09,8.81,118.9,0.08,Construction Materials,10
841857,9412,6132,2019-02-26,213.48,49.1,262.58,0.23,Software,44
208240,9222,7615,2019-09-03,232.88,11.64,244.52,0.05,Construction Materials,14
315096,3027,3393,2019-02-10,3826.28,880.04,4706.32,0.23,Clothing,44
570180,3426,1537,2019-06-11,4773.22,381.86,5155.08,0.08,Financial Services,24
188633,6053,5282,2019-01-30,876.46,43.82,920.28,0.05,Healthcare Equipment,30
322515,2490,2048,2019-11-27,23633.12,1181.66,24814.78,0.05,Automotive,15
901196,4994,4003,2019-03-03,635.89,31.79,667.68,0.05,Education Services,14
968510,3597,5980,2019-03-16,3691.93,184.6,3876.53,0.05,Software,34
941651,3738,4889,2019-01-04,2605.41,208.43,2813.84,0.08,Construction Materials,6
947379,5670,3808,2019-09-10,395.39,90.94,486.33,0.23,Electronics,38
180105,4674,6637063,2019-09-10,1412.47,324.87,1737.34,0.23,Services,1
310787,3843,5630,2019-06-17,161.98,8.1,170.08,0.05,Education Services,17
427934,4735,3839,2019-04-05,1851.52,148.12,1999.64,0.08,Services,43
446009,2245,3843,2019-10-22,919.41,73.55,992.96,0.08,Electronics,18
635213,2542,3780,2019-03-30,7388.74,369.44,7758.18,0.05,Software,48
678628,2635,2383,2019-04-01,1589.1,365.49,1954.59,0.23,Education Services,33
775616,9990,4162,2019-06-15,530.61,42.45,573.06,0.08,Pharmaceuticals,51
161855,7398,1988,2019-11-27,543.96,43.52,587.48,0.08,Software,19
422374,2105,5196,2019-02-10,742.82,59.43,802.25,0.08,Pharmaceuticals,31
237774,8436,5500,2019-01-27,559.43,44.75,604.18,0.08,Automotive,25
381795,5974,5261,2019-11-26,1891.22,434.98,2326.2,0.23,Automotive,48
555464,1798,8709,2019-12-15,3580.86,179.04,3759.9,0.05,Pharmaceuticals,0
729788,9444,7961,2019-01-14,5581.27,1283.69,6864.96,0.23,Food,3
160646,3836,5034,2019-03-16,348.83,27.91,376.74,0.08,Education Services,36
407670,4512,9132,2019-10-08,4580.48,1053.51,5633.99,0.23,Healthcare Equipment,18
782161,5478,7954,2019-05-14,529.67,121.82,651.49,0.23,Software,19
550227,6584,4460,2019-09-10,203.26,16.26,219.52,0.08,Construction Materials,53
172665,6479,2480,2019-11-09,4873.57,243.68,5117.25,0.05,Services,13
687240,1302,12345680,2019-03-06,312.28,71.82,384.1,0.23,Services,15
686127,3644,2541,2019-08-31,406.94,20.35,427.29,0.05,Financial Services,24
658881,7451,2939,2019-04-24,896.54,71.72,968.26,0.08,,0
667158,7365,2078,2019-12-15,6787.23,1561.06,8348.29,0.23,Electronics,26
760559,5507,6525,2019-11-24,183.51,9.18,192.69,0.05,Software,39
972847,2579,3526,2019-09-29,1886.11,433.81,2319.92,0.23,Electronics,36
552787,5114,4860,2019-11-29,12889.42,1031.15,13920.57,0.08,Clothing,28
872122,7047,1473,2019-02-24,1991.14,159.29,2150.43,0.08,,58
796544,9868,5613,2019-08-01,821.86,189.03,1010.89,0.23,Office Supplies,28
482763,1688,1323,2019-02-11,250.13,12.51,262.64,0.05,Clothing,55
338927,3426,2328,2019-12-28,492.35,24.62,516.97,0.05,Furniture,48
384845,5203,1422,2019-09-19,8660.02,692.8,9352.82,0.08,Education Services,27
120766,6789,9955599616,2019-09-11,1213.09,279.01,1492.1,0.23,Services,8
299339,1567,9060,2019-04-16,625.29,143.82,769.11,0.23,Electronics,42
992564,9747,7656,2019-06-13,220.28,17.62,237.9,0.08,Pharmaceuticals,55
978245,6275,9482,2019-07-14,5914.13,473.13,6387.26,0.08,,31
873147,7004,6362,2019-04-10,237.13,11.86,248.99,0.05,Clothing,9
367777,7898,3213,2019-10-07,11224.2,897.94,12122.14,0.08,Automotive,5
423143,4646,3136,2019-04-28,16359.08,817.95,17177.03,0.05,Furniture,29
741936,4018,7652,2019-12-30,249.46,19.96,269.42,0.08,Food,51
287114,5613,8096,2019-12-25,16978.25,848.91,17827.16,0.05,Healthcare Equipment,48
327298,3775,2066,2019-12-23,3103.9,248.31,3352.21,0.08,Clothing,46
636474,8887,7279,2019-08-07,748.13,59.85,807.98,0.08,Office Supplies,29
402130,4568,4366,2019-09-24,2984.01,149.2,3133.21,0.05,Pharmaceuticals,20
896874,2318,9998,2019-07-14,711.25,56.9,768.15,0.08,Office Supplies,15
881880,9096,8304,2019-02-25,104.58,5.23,109.81,0.05,Office Supplies,37
992214,7363,3006,2019-02-19,9808.94,784.72,10593.66,0.08,Furniture,39
654998,1048,1302,2019-11-26,660.18,33.01,693.19,0.05,Electronics,41
615550,8270,3378,2019-06-23,202.03,46.47,248.5,0.23,,9
769359,3469,8096,2019-07-01,7486.64,1721.93,9208.57,0.23,Automotive,51
247683,8826,4429,2019-02-05,389.45,31.16,420.61,0.08,Machinery,28
979103,9451,4745,2019-08-02,11359.28,908.74,12268.02,0.08,Machinery,26
409883,1854,4547,2019-12-13,401.33,32.11,433.44,0.08,Automotive,39
191365,6990,2156,2019-01-29,397.59,91.45,489.04,0.23,Machinery,41
419129,7867,12345679,2019-04-19,1407.65,323.76,1731.41,0.23,Services,32
230131,1055,4276,2019-02-14,459.57,22.98,482.55,0.05,Construction Materials,18
603585,1696,4955,2019-12-25,205.72,47.32,253.04,0.23,Food,58
411857,5120,3251,2019-02-21,7682.3,614.58,8296.88,0.08,Healthcare Equipment,21
487348,4340,4928,2019-09-20,306.63,70.52,377.15,0.23,Financial Services,37
793091,2504,6277,2019-07-27,1900.21,95.01,1995.22,0.05,,7
712049,8029,6587,2019-08-18,1604.05,368.93,1972.98,0.23,Electronics,50
663797,7357,5613,2019-09-29,706.6,56.53,763.13,0.08,Healthcare Equipment,15
378441,2405,7365,2019-02-18,260.09,20.81,280.9,0.08,Financial Services,7
479440,3582,5411,2019-10-03,6893.2,1585.44,8478.64,0.23,Financial Services,42
747591,2832,3251,2019-06-24,1406.41,323.47,1729.88,0.23,Construction Materials,4
777228,3756,3826,2019-04-01,584.89,29.24,614.13,0.05,Electronics,57
850081,6626,7859,2019-09-30,2609.56,600.2,3209.76,0.23,Food,27
874184,8709,3488,2019-12-13,1034.77,51.74,1086.51,0.05,Automotive,31
759869,4505,5156,2019-04-29,134.78,6.74,141.52,0.05,Clothing,13
513580,5520,3582,2019-11-29,105.4,24.24,129.64,0.23,Pharmaceuticals,21
694063,7873,4889,2019-04-30,20461.77,1023.09,21484.86,0.05,Financial Services,60
648324,9167,8665,2019-06-15,1455.93,334.86,1790.79,0.23,Electronics,44
505251,7032,7301,2019-09-03,4486.17,358.89,4845.06,0.08,Automotive,13
797307,6238,7911,2019-11-01,283.96,22.72,306.68,0.08,,31
111209,3469,8035,2019-04-01,425.96,21.3,447.26,0.05,Food,56
536241,3224,3543,2019-11-18,234.94,54.04,288.98,0.23,Electronics,14
670686,1059,5222,2019-09-14,249.64,12.48,262.12,0.05,Pharmaceuticals,41
540595,1970,3247,2019-09-06,731.3,168.2,899.5,0.23,Office Supplies,53
998428,8083,3168,2019-02-21,501.27,25.06,526.33,0.05,Education Services,6
382199,6506,6176,2019-05-24,6071.69,1396.49,7468.18,0.23,Office Supplies,21
635599,5512,2635,2019-01-07,8490.36,424.52,8914.88,0.05,Construction Materials,48
362986,5402,9122,2019-05-25,9814.95,785.2,10600.15,0.08,Furniture,21
235378,9390,3548,2019-12-25,170.35,8.52,178.87,0.05,Clothing,60
386567,8079,2553,2019-03-31,16636.95,831.85,17468.8,0.05,Services,46
573028,2025,1925,2019-02-19,388.95,89.46,478.41,0.23,Pharmaceuticals,15
677230,6472,8467,2019-04-14,21549.31,4956.34,26505.65,0.23,Construction Materials,38
767801,8966,7395,2019-02-28,6267.15,1441.44,7708.59,0.23,Electronics,37
661382,5232,1718,2019-07-03,327.26,16.36,343.62,0.05,Construction Materials,60
467975,8624,6800,2019-12-09,1226.58,98.13,1324.71,0.08,Healthcare Equipment,59
398698,5290,5088,2019-06-05,315.08,72.47,387.55,0.23,Machinery,4
335969,1798,7398,2019-04-23,6401.16,320.06,6721.22,0.05,Healthcare Equipment,20
367686,3213,3013,2019-03-15,357.28,17.86,375.14,0.05,Pharmaceuticals,29
551467,9755,9868,2019-07-31,16227.43,3732.31,19959.74,0.23,Financial Services,1
481261,1471,7382,2019-06-18,3275.79,262.06,3537.85,0.08,Construction Materials,38
692336,1624,5030,2019-10-04,8182.53,1881.98,10064.51,0.23,,5
783558,2490,1352,2019-06-03,887.08,204.03,1091.11,0.23,Financial Services,3
337489,7732,5548,2019-05-26,1645.27,82.26,1727.53,0.05,Machinery,11
388332,7974,8371,2019-02-26,9734.72,2238.99,11973.71,0.23,Financial Services,20
249570,6594,4753,2019-12-28,1752.71,140.22,1892.93,0.08,,41
480675,2635,6887,2019-12-11,806.98,185.61,992.59,0.23,Machinery,39
746420,6871,5494,2019-03-22,8574.94,686.0,9260.94,0.08,Services,1
219850,8100,6789,2019-10-09,6997.92,1609.52,8607.44,0.23,Software,19
986433,9613,2530,2019-11-06,19610.07,4510.32,24120.39,0.23,Financial Services,32
292290,9206,9585,2019-09-15,4730.05,378.4,5108.45,0.08,Financial Services,18
478778,6169,1763,2019-01-08,618.84,30.94,649.78,0.05,Construction Materials,26
360086,6631,1323,2019-09-16,193.57,9.68,203.25,0.05,Software,44
909106,5548,3293,2019-05-14,118.19,27.18,145.37,0.23,Education Services,18
206693,1763,6169,2019-05-24,9716.27,2234.74,11951.01,0.23,Clothing,57
890165,5003,9565,2019-06-10,260.7,59.96,320.66,0.23,Clothing,1
168802,7966,1506,2019-10-04,3069.97,245.6,3315.57,0.08,Office Supplies,15
889110,3738,5034,2019-10-06,1045.25,83.62,1128.87,0.08,Construction Materials,11
345808,6394,3168,2019-01-19,915.97,210.67,1126.64,0.23,Office Supplies,4
538250,8377,3780,2019-10-10,17289.65,1383.17,18672.82,0.08,Food,54
290427,7279,7954,2019-01-23,1155.45,265.75,1421.2,0.23,Software,15
954994,2747,2955,2019-06-11,304.38,70.01,374.39,0.23,Pharmaceuticals,28
342250,7894,1929,2019-12-07,2982.49,238.6,3221.09,0.08,Construction Materials,47
623196,7466,6584,2019-12-18,2130.41,106.52,2236.93,0.05,Food,54
895063,9444,6526,2019-01-18,2351.55,540.86,2892.41,0.23,Food,35
771018,2070,4049,2019-02-25,284.07,22.73,306.8,0.08,Food,27
598960,3826,8258,2019-09-16,8505.92,1956.36,10462.28,0.23,Construction Materials,33
819847,5630,70412017,2019-07-12,100.04,23.01,123.05,0.23,Services,40
555612,3251,1484,2019-02-24,803.78,64.3,868.08,0.08,Clothing,31
965304,9755,7911,2019-04-14,273.33,21.87,295.2,0.08,Pharmaceuticals,49
732107,5316,6031,2019-05-27,588.92,29.45,618.37,0.05,Financial Services,44
307433,6132,9179,2019-02-01,23291.83,1164.59,24456.42,0.05,Financial Services,25
797622,9990,7700,2019-07-26,1310.24,301.36,1611.6,0.23,,12
580946,6904,6184,2019-05-08,3064.45,153.22,3217.67,0.05,Electronics,21
181556,1352,8035,2019-09-24,1698.36,390.62,2088.98,0.23,Electronics,41
613418,3727,6163,2019-06-22,17535.17,4033.09,21568.26,0.23,Automotive,49
892023,1817,1284,2019-11-20,5535.78,276.79,5812.57,0.05,Education Services,56
781807,2613,6064,2019-03-10,136.47,31.39,167.86,0.23,Construction Materials,37
831764,1800,5263,2019-03-16,362.86,18.14,381.0,0.05,Machinery,43
599677,1800,2266,2019-12-16,3900.41,897.09,4797.5,0.23,Services,36
947510,4719,1888,2019-11-27,3562.77,285.02,3847.79,0.08,Food,49
720394,9659,3024,2019-03-21,8989.5,719.16,9708.66,0.08,Education Services,59
356351,5379,1210,2019-08-16,129.7,10.38,140.08,0.08,Education Services,51
995993,2044,9390,2019-10-20,17780.12,1422.41,19202.53,0.08,Services,34
963160,3666,1185,2019-01-13,262.94,13.15,276.09,0.05,Services,2
732712,1160,7495,2019-03-24,13431.37,3089.22,16520.59,0.23,Electronics,45
102159,5517,4306,2019-01-18,3107.3,155.37,3262.67,0.05,Furniture,34
770251,7652,4738,2019-08-18,528.36,42.27,570.63,0.08,Software,48
696993,1986,6078,2019-12-31,134.32,10.75,145.07,0.08,Education Services,28
568934,5895,6053,2019-02-10,498.18,114.58,612.76,0.23,Office Supplies,24
590702,8460,12345679,2019-01-30,1461.27,336.09,1797.36,0.23,,55
513780,2383,3988,2019-10-01,378.5,18.93,397.43,0.05,Automotive,27
585871,9050,3426,2019-04-02,445.57,35.65,481.22,0.08,Office Supplies,1
721573,7760,7784,2019-12-04,773.48,38.67,812.15,0.05,Construction Materials,8
164620,4595,7956,2019-08-16,124.53,9.96,134.49,0.08,Automotive,10
139971,2009,9167,2019-03-19,3023.42,241.87,3265.29,0.08,Office Supplies,57
680797,7554,3779,2019-09-04,3590.0,287.2,3877.2,0.08,Furniture,56
296515,5845,5263,2019-02-07,288.04,66.25,354.29,0.23,Services,45
406070,8665,6517,2019-11-28,4332.04,346.56,4678.6,0.08,Software,25
259279,4758,6176,2019-01-31,460.07,105.82,565.89,0.23,Pharmaceuticals,21
601331,8304,2326,2019-07-24,4365.33,218.27,4583.6,0.05,Food,32
641671,3024,5282,2019-01-14,2688.84,618.43,3307.27,0.23,Machinery,53
388574,3338,6362,2019-11-05,3581.16,179.06,3760.22,0.05,Services,16
922842,6584,1059,2019-08-17,206.6,16.53,223.13,0.08,Clothing,44
254637,8931,5219,2019-11-18,756.82,37.84,794.66,0.05,Pharmaceuticals,37
516687,1988,8857,2019-07-10,5656.49,1300.99,6957.48,0.23,Services,27
442667,2536,6039,2019-10-27,1821.5,145.72,1967.22,0.08,Education Services,58
164938,2750,9755,2019-11-30,24406.82,1220.34,25627.16,0.05,Office Supplies,31
112400,1888,8342,2019-03-24,9874.52,789.96,10664.48,0.08,Healthcare Equipment,51
444429,9567,6911,2019-10-03,936.39,74.91,1011.3,0.08,Software,51
364324,7840,8051,2019-08-23,834.32,191.89,1026.21,0.23,Clothing,57
447993,1267,6547,2019-12-10,13018.35,2994.22,16012.57,0.23,Machinery,41
939734,8108,7451,2019-01-30,789.16,63.13,852.29,0.08,Automotive,41
280969,5555,1888,2019-07-01,2156.17,495.92,2652.09,0.23,Financial Services,22
301380,7843,9179,2019-06-16,8769.17,438.46,9207.63,0.05,Services,39
953088,3136,12345679,2019-07-21,1415.57,325.58,1741.15,0.23,Services,26
628964,2246,1377,2019-06-11,967.73,48.39,1016.12,0.05,Machinery,5
700136,7296,5003,2019-02-27,3982.7,916.02,4898.72,0.23,,25
731088,3851,7217,2019-06-23,251.77,12.59,264.36,0.05,Electronics,45
964316,3988,4827,2019-02-14,8033.04,401.65,8434.69,0.05,Construction Materials,15
897933,7527,1059,2019-01-20,8107.72,405.39,8513.11,0.05,Construction Materials,16
127620,9910,6485,2019-11-17,5875.95,470.08,6346.03,0.08,Clothing,51
408403,6600,3152,2019-09-03,1669.76,384.04,2053.8,0.23,Software,51
849359,8158,5508,2019-03-25,490.44,112.8,603.24,0.23,Construction Materials,25
350522,3251,1783,2019-08-20,779.07,38.95,818.02,0.05,Healthcare Equipment,29
388277,1160,7965,2019-03-10,3234.03,161.7,3395.73,0.05,Financial Services,15
612005,1896,4317,2019-04-29,1907.47,438.72,2346.19,0.23,Financial Services,48
236702,7453,9709,2019-07-03,6280.28,502.42,6782.7,0.08,Construction Materials,44
672180,3144,2664,2019-11-08,2250.56,112.53,2363.09,0.05,Services,30
517944,2078,1627,2019-10-19,1635.38,81.77,1717.15,0.05,Food,32
753781,7971,9747,2019-03-15,1090.63,87.25,1177.88,0.08,Electronics,11
946137,8383,3293,2019-03-04,22911.82,5269.72,28181.54,0.23,Education Services,44
123994,3203,7396,2019-02-15,230.59,18.45,249.04,0.08,Food,37
863171,7956,8665,2019-07-16,1746.98,401.81,2148.79,0.23,Education Services,31
362999,4984,3152,2019-08-24,903.4,72.27,975.67,0.08,Automotive,38
252128,3564,1688,2019-03-15,770.53,38.53,809.06,0.05,Pharmaceuticals,51
322291,3526,4183,2019-11-09,1727.21,138.18,1865.39,0.08,Machinery,20
329120,2405,8083,2019-09-02,23282.51,1862.6,25145.11,0.08,Furniture,25
349627,7073,7956,2019-05-13,385.84,19.29,405.13,0.05,Services,46
776937,4642,5125,2019-06-20,661.39,33.07,694.46,0.05,Office Supplies,57
298963,4162,6394,2019-01-03,763.03,38.15,801.18,0.05,Construction Materials,16
232349,5792,5340,2019-07-20,5210.1,1198.32,6408.42,0.23,Machinery,29
242003,4793,1055,2019-07-14,227.88,52.41,280.29,0.23,Construction Materials,46
971252,5764,7319,2019-11-09,145.1,7.25,152.35,0.05,Healthcare Equipment,56
539442,6634,4429,2019-04-22,788.03,63.04,851.07,0.08,Clothing,1
183318,1783,4880,2019-03-01,707.05,162.62,869.67,0.23,Office Supplies,5
536172,6696,2105,2019-09-27,13253.91,3048.4,16302.31,0.23,Clothing,28
727283,9420,9509,2019-09-14,2674.26,133.71,2807.97,0.05,Machinery,57
739164,5058,6362,2019-02-27,18652.79,1492.22,20145.01,0.08,Clothing,46
215059,5845,3269,2019-10-20,198.5,9.93,208.43,0.05,Machinery,44
426525,9605,7211,2019-07-25,4846.18,242.31,5088.49,0.05,Clothing,57
501485,5362,5520,2019-06-26,3030.22,242.42,3272.64,0.08,Clothing,28
546275,3181,8481,2019-02-15,23529.17,1176.46,24705.63,0.05,Financial Services,17
525852,9567,4185,2019-01-03,173.3,8.67,181.97,0.05,Clothing,60
606965,9756,7633,2019-12-30,361.46,28.92,390.38,0.08,Clothing,41
107559,2293,8814,2019-08-21,6539.21,326.96,6866.17,0.05,Pharmaceuticals,25
401769,1754,3469,2019-06-07,1167.07,58.35,1225.42,0.05,Electronics,29
777973,1688,1711,2019-08-09,3730.31,857.97,4588.28,0.23,Education Services,13
929911,8814,8134,2019-10-12,329.21,26.34,355.55,0.08,Office Supplies,37
674700,5065,1567,2019-12-21,639.13,31.96,671.09,0.05,Software,49
274459,8371,8342,2019-03-02,17283.49,1382.68,18666.17,0.08,Office Supplies,10
441839,2363,4925,2019-06-05,17275.0,1382.0,18657.0,0.08,Construction Materials,23
148903,7312,7395,2019-04-03,1832.15,91.61,1923.76,0.05,Financial Services,33
603571,8940,7120,2019-05-25,4585.22,366.82,4952.04,0.08,Electronics,28
509386,5785,3112,2019-02-10,2536.03,202.88,2738.91,0.08,Software,6
736731,7898,3679,2019-08-21,5905.43,472.43,6377.86,0.08,Healthcare Equipment,57
308824,6184,5512,2019-11-17,493.86,39.51,533.37,0.08,Machinery,21
730074,4753,3964,2019-03-25,411.62,20.58,432.2,0.05,Clothing,42
633235,8747,7760,2019-04-02,193.13,9.66,202.79,0.05,Furniture,59
750183,4512,5611,2019-12-15,17900.63,4117.14,22017.77,0.23,Food,17
177019,3780,3836,2019-11-15,4672.91,373.83,5046.74,0.08,Furniture,58
203216,1916,1986,2019-05-24,13254.18,662.71,13916.89,0.05,Healthcare Equipment,48
833926,7279,6904,2019-07-25,471.21,23.56,494.77,0.05,Pharmaceuticals,12
843641,6357,4505,2019-05-03,3653.35,840.27,4493.62,0.23,Office Supplies,22
556651,7651,4663,2019-08-22,16959.24,1356.74,18315.98,0.08,Clothing,3
606699,3420,8452,2019-12-09,4179.18,334.33,4513.51,0.08,Food,1
114520,6676,7120,2019-01-26,5090.08,1170.72,6260.8,0.23,,6
124132,8814,6718,2019-06-12,9684.08,2227.34,11911.42,0.23,Healthcare Equipment,25
726815,7117,3215,2019-07-10,3203.49,160.17,3363.66,0.05,Automotive,51
112221,2375,9717,2019-07-04,356.53,82.0,438.53,0.23,Pharmaceuticals,51
329114,6696,5647,2019-05-05,653.31,150.26,803.57,0.23,Software,58
300082,9060,3974,2019-06-20,4164.64,208.23,4372.87,0.05,Software,10
275998,8452,3809,2019-03-07,2076.52,477.6,2554.12,0.23,Construction Materials,24
697473,5507,7004,2019-12-18,426.15,34.09,460.24,0.08,Healthcare Equipment,36
373353,4868,6935,2019-08-29,1425.44,327.85,1753.29,0.23,Furniture,24
830456,8522,9709,2019-02-26,1413.46,113.08,1526.54,0.08,Clothing,43
631829,8029,8940,2019-09-16,225.37,18.03,243.4,0.08,Healthcare Equipment,3
291240,1688,3828,2019-02-23,16544.84,3805.31,20350.15,0.23,Office Supplies,33
336552,4306,6163,2019-01-16,143.06,11.44,154.5,0.08,Electronics,43
387962,7965,4505,2019-09-16,965.04,77.2,1042.24,0.08,Clothing,8
128419,2286,9420,2019-03-02,377.91,86.92,464.83,0.23,Healthcare Equipment,27
341892,8909,7256,2019-06-15,575.04,46.0,621.04,0.08,Healthcare Equipment,16
822492,2619,7305,2019-08-09,20327.35,4675.29,25002.64,0.23,Furniture,25
424169,4986,5980,2019-07-28,7730.73,618.46,8349.19,0.08,Food,33
343916,8851,8816,2019-02-13,279.87,22.39,302.26,0.08,Clothing,40
335830,1304,5613,2019-04-16,14559.1,3348.59,17907.69,0.23,,35
988083,4689,1763,2019-07-08,3426.95,788.2,4215.15,0.23,Construction Materials,0
128397,6371,6483,2019-06-19,3750.27,862.56,4612.83,0.23,Construction Materials,7
598743,6390,5597,2019-05-22,7146.27,571.7,7717.97,0.08,Healthcare Equipment,50
347735,1457,1938,2019-08-18,1258.98,100.72,1359.7,0.08,Construction Materials,29
651297,4533,7951,2019-04-04,111.63,5.58,117.21,0.05,Machinery,20
407581,7954,2227,2019-02-18,3619.57,180.98,3800.55,0.05,Machinery,25
290224,3407,1484,2019-04-16,455.6,36.45,492.05,0.08,Clothing,58
868401,6188,8187,2019-08-18,277.07,13.85,290.92,0.05,Machinery,6
717023,7894,7217,2019-04-10,1683.27,84.16,1767.43,0.05,Healthcare Equipment,51
417353,4559,4719,2019-08-19,4708.97,1083.06,5792.03,0.23,Construction Materials,45
158847,4170,5282,2019-09-24,15354.13,3531.45,18885.58,0.23,Software,32
446930,6394,9179,2019-03-04,2289.28,114.46,2403.74,0.05,Healthcare Equipment,17
855774,6176,2868,2019-04-11,285.53,14.28,299.81,0.05,Services,48
940736,3331,5914,2019-02-03,9417.17,470.86,9888.03,0.05,Education Services,57
100348,8598,8029,2019-01-17,183.11,9.16,192.27,0.05,Furniture,41
171462,1526,3407,2019-01-28,270.96,21.68,292.64,0.08,Services,9
669246,8246,5050,2019-04-30,15760.05,3624.81,19384.86,0.23,Services,45
706902,7500,4340,2019-08-08,996.22,49.81,1046.03,0.05,Electronics,8
827208,3286,8814,2019-02-28,4211.07,336.89,4547.96,0.08,Pharmaceuticals,0
953687,7731,5538,2019-09-25,912.65,45.63,958.28,0.05,Machinery,41
201801,1343,3738,2019-05-17,418.2,96.19,514.39,0.23,Financial Services,3
145577,3462,3842,2019-08-21,146.7,7.33,154.03,0.05,Automotive,6
837870,3355,2974,2019-02-25,378.04,86.95,464.99,0.23,Electronics,51
380351,5411,6394,2019-06-11,1345.89,107.67,1453.56,0.08,Healthcare Equipment,54
350525,9206,1929,2019-02-24,2484.08,124.2,2608.28,0.05,Food,18
219005,2131,8522,2019-06-14,10948.88,547.44,11496.32,0.05,Clothing,26
808029,7211,8431,2019-09-20,511.38,117.62,629.0,0.23,,23
121130,7894,7421,2019-04-24,1634.58,375.95,2010.53,0.23,Furniture,31
396597,4619,4758,2019-04-20,552.12,126.99,679.11,0.23,Construction Materials,60
447914,6456,6327,2019-12-21,2242.93,515.87,2758.8,0.23,Automotive,26
412588,7099,7170,2019-10-21,715.12,35.76,750.88,0.05,Healthcare Equipment,40
673041,3152,1740,2019-08-02,123.7,28.45,152.15,0.23,Pharmaceuticals,24
556263,7651,3215,2019-11-09,201.2,10.06,211.26,0.05,Education Services,13
373242,5544,3420,2019-08-02,5912.76,473.02,6385.78,0.08,Pharmaceuticals,53
363259,2405,2411,2019-08-11,1934.2,444.87,2379.07,0.23,,3
633482,6238,6600,2019-05-27,7225.0,361.25,7586.25,0.05,Software,59
854097,4776,3024,2019-03-21,7687.9,1768.22,9456.12,0.23,Pharmaceuticals,6
197871,6863,7915,2019-05-31,4909.21,1129.12,6038.33,0.23,Healthcare Equipment,7
663384,1537,7952,2019-05-31,4653.72,232.69,4886.41,0.05,Services,22
547535,1185,9747,2019-03-02,20917.21,1045.86,21963.07,0.05,Software,38
363873,4812,6064,2019-07-18,411.47,94.64,506.11,0.23,Electronics,37
226382,7647,7378,2019-11-19,496.9,24.84,521.74,0.05,Electronics,54
142325,1783,3722,2019-03-12,420.1,33.61,453.71,0.08,Construction Materials,45
355465,3419,7298,2019-12-20,191.69,15.34,207.03,0.08,Education Services,25
758533,7043,8488,2019-05-21,8046.33,1850.66,9896.99,0.23,Electronics,40
537064,1986,9085,2019-09-11,824.15,65.93,890.08,0.08,Construction Materials,41
707285,5886,7254,2019-12-16,6341.58,1458.56,7800.14,0.23,Food,46
241449,4834,6274,2019-08-08,120.3,27.67,147.97,0.23,Machinery,42
166595,7451,8801,2019-05-22,17327.77,866.39,18194.16,0.05,Electronics,24
874244,6750,8112,2019-02-22,347.23,27.78,375.01,0.08,Machinery,8
228934,9484,9484,2019-05-10,899.66,44.98,944.64,0.05,Machinery,25
166977,8940,3597,2019-05-29,13439.66,1075.17,14514.83,0.08,Automotive,33
861073,7099,1389,2019-05-18,6386.51,1468.9,7855.41,0.23,Pharmaceuticals,14
408024,7961,6412,2019-10-20,136.54,10.92,147.46,0.08,Clothing,60
283650,1128,1718,2019-05-04,401.26,20.06,421.32,0.05,Pharmaceuticals,17
923787,7170,5735,2019-01-04,631.2,145.18,776.38,0.23,Machinery,27
634266,8851,2375,2019-11-20,11150.8,557.54,11708.34,0.05,Construction Materials,13
882535,3779,4306,2019-02-03,13579.47,3123.28,16702.75,0.23,Education Services,10
154513,6361,4823,2019-02-26,7525.87,376.29,7902.16,0.05,Electronics,44
457581,2329,4300,2019-06-08,311.76,24.94,336.7,0.08,,38
112717,6357,6106,2019-10-20,5822.14,465.77,6287.91,0.08,Pharmaceuticals,37
