station_id,timestamp,pollutant,current_reading
ST024,2026-01-03 08:00:00,PM25,29.22
ST024,2026-01-03 12:00:00,PM25,21.37
ST024,2026-01-03 16:00:00,PM25,33.33
ST024,2026-01-03 20:00:00,PM25,32.53
ST024,2026-01-04 00:00:00,PM25,30.77
ST024,2026-01-04 04:00:00,PM25,42.89
ST024,2026-01-04 08:00:00,PM25,23.66
ST024,2026-01-04 12:00:00,PM25,
ST024,2026-01-04 16:00:00,PM25,
ST024,2026-01-04 20:00:00,PM25,31.49
ST025,2026-01-01 00:00:00,PM10,54.12
ST025,2026-01-01 04:00:00,PM10,49.44
ST025,2026-01-01 08:00:00,PM10,
ST025,2026-01-01 12:00:00,PM10,37.55
ST025,2026-01-01 16:00:00,PM10,48.22
ST025,2026-01-01 20:00:00,PM10,50.53
ST025,2026-01-02 00:00:00,PM10,40.01
ST025,2026-01-02 04:00:00,PM10,52.23
ST025,2026-01-02 08:00:00,PM10,43.45
ST025,2026-01-02 12:00:00,PM10,31.33
ST025,2026-01-02 16:00:00,PM10,55.2
ST025,2026-01-02 20:00:00,PM10,54.07
ST025,2026-01-03 00:00:00,PM10,38.14
ST025,2026-01-03 04:00:00,PM10,55.06
ST025,2026-01-03 08:00:00,PM10,36.67
ST025,2026-01-03 12:00:00,PM10,24.91
ST025,2026-01-03 16:00:00,PM10,42.77
ST025,2026-01-03 20:00:00,PM10,
ST025,2026-01-04 00:00:00,PM10,43.13
ST025,2026-01-04 04:00:00,PM10,42.73
ST025,2026-01-04 08:00:00,PM10,37.28
ST025,2026-01-04 12:00:00,PM10,39.56
ST025,2026-01-04 16:00:00,PM10,44.53
ST025,2026-01-04 20:00:00,PM10,45.95
ST026,2026-01-01 00:00:00,PM25,28.41
ST026,2026-01-01 04:00:00,PM25,32.05
ST026,2026-01-01 08:00:00,PM25,23.06
ST026,2026-01-01 12:00:00,PM25,19.37
ST026,2026-01-01 16:00:00,PM25,21.45
ST026,2026-01-01 20:00:00,PM25,26.89
ST026,2026-01-02 00:00:00,PM25,28.6
ST026,2026-01-02 04:00:00,PM25,26.32
ST026,2026-01-02 08:00:00,PM25,19.33
ST026,2026-01-02 12:00:00,PM25,19.14
ST026,2026-01-02 16:00:00,PM25,22.33
ST026,2026-01-02 20:00:00,PM25,29.58
ST026,2026-01-03 00:00:00,PM25,25.35
ST026,2026-01-03 04:00:00,PM25,19.27
ST026,2026-01-03 08:00:00,PM25,16.18
ST026,2026-01-03 12:00:00,PM25,19.51
ST026,2026-01-03 16:00:00,PM25,18.41
ST026,2026-01-03 20:00:00,PM25,25.41
ST026,2026-01-04 00:00:00,PM25,27.04
ST026,2026-01-04 04:00:00,PM25,21.25
ST026,2026-01-04 08:00:00,PM25,
ST026,2026-01-04 12:00:00,PM25,19.33
ST026,2026-01-04 16:00:00,PM25,18.54
ST026,2026-01-04 20:00:00,PM25,28.72
ST027,2026-01-01 00:00:00,PM25,29.74
ST027,2026-01-01 04:00:00,PM25,21.88
ST027,2026-01-01 08:00:00,PM25,24.79
ST027,2026-01-01 12:00:00,PM25,12.88
ST027,2026-01-01 16:00:00,PM25,17.86
ST027,2026-01-01 20:00:00,PM25,29.17
ST027,2026-01-02 00:00:00,PM25,32.86
ST027,2026-01-02 04:00:00,PM25,20.88
ST027,2026-01-02 08:00:00,PM25,
ST027,2026-01-02 12:00:00,PM25,3.28
ST027,2026-01-02 16:00:00,PM25,17.84
ST027,2026-01-02 20:00:00,PM25,26.68
ST027,2026-01-03 00:00:00,PM25,15.76
ST027,2026-01-03 04:00:00,PM25,12.91
ST027,2026-01-03 08:00:00,PM25,18.28
ST027,2026-01-03 12:00:00,PM25,8.57
ST027,2026-01-03 16:00:00,PM25,
ST027,2026-01-03 20:00:00,PM25,14.81
ST027,2026-01-04 00:00:00,PM25,21.41
ST027,2026-01-04 04:00:00,PM25,20.38
ST027,2026-01-04 08:00:00,PM25,6.46
ST027,2026-01-04 12:00:00,PM25,1.0
ST027,2026-01-04 16:00:00,PM25,19.27
ST027,2026-01-04 20:00:00,PM25,20.12
ST028,2026-01-01 00:00:00,PM25,24.23
ST028,2026-01-01 04:00:00,PM25,
ST028,2026-01-01 08:00:00,PM25,18.14
ST028,2026-01-01 12:00:00,PM25,14.97
ST028,2026-01-01 16:00:00,PM25,25.97
ST028,2026-01-01 20:00:00,PM25,28.83
ST028,2026-01-02 00:00:00,PM25,
ST028,2026-01-02 04:00:00,PM25,32.63
ST028,2026-01-02 08:00:00,PM25,
ST028,2026-01-02 12:00:00,PM25,25.47
ST028,2026-01-02 16:00:00,PM25,20.66
ST028,2026-01-02 20:00:00,PM25,36.68
ST028,2026-01-03 00:00:00,PM25,14.85
ST028,2026-01-03 04:00:00,PM25,
ST028,2026-01-03 08:00:00,PM25,21.69
ST028,2026-01-03 12:00:00,PM25,22.73
ST028,2026-01-03 16:00:00,PM25,27.98
ST028,2026-01-03 20:00:00,PM25,24.53
ST028,2026-01-04 00:00:00,PM25,23.93
ST028,2026-01-04 04:00:00,PM25,20.41
ST028,2026-01-04 08:00:00,PM25,
ST028,2026-01-04 12:00:00,PM25,22.08
ST028,2026-01-04 16:00:00,PM25,14.79
ST028,2026-01-04 20:00:00,PM25,29.49
ST029,2026-01-01 00:00:00,PM25,33.83
ST029,2026-01-01 04:00:00,PM25,35.09
ST029,2026-01-01 08:00:00,PM25,20.65
ST029,2026-01-01 12:00:00,PM25,23.6
ST029,2026-01-01 16:00:00,PM25,22.11
ST029,2026-01-01 20:00:00,PM25,26.4
ST029,2026-01-02 00:00:00,PM25,29.71
ST029,2026-01-02 04:00:00,PM25,23.86
ST029,2026-01-02 08:00:00,PM25,23.95
ST029,2026-01-02 12:00:00,PM25,14.22
ST029,2026-01-02 16:00:00,PM25,23.88
ST029,2026-01-02 20:00:00,PM25,35.89
ST029,2026-01-03 00:00:00,PM25,25.36
ST029,2026-01-03 04:00:00,PM25,25.58
ST029,2026-01-03 08:00:00,PM25,20.73
ST029,2026-01-03 12:00:00,PM25,17.1
ST029,2026-01-03 16:00:00,PM25,14.41
ST029,2026-01-03 20:00:00,PM25,35.42
ST029,2026-01-04 00:00:00,PM25,23.96
ST029,2026-01-04 04:00:00,PM25,16.37
ST029,2026-01-04 08:00:00,PM25,28.11
ST029,2026-01-04 12:00:00,PM25,17.41
ST029,2026-01-04 16:00:00,PM25,24.7
ST029,2026-01-04 20:00:00,PM25,27.92
ST030,2026-01-01 00:00:00,PM10,38.76
ST030,2026-01-01 04:00:00,PM10,51.27
ST030,2026-01-01 08:00:00,PM10,54.88
ST030,2026-01-01 12:00:00,PM10,50.32
ST030,2026-01-01 16:00:00,PM10,41.15
ST030,2026-01-01 20:00:00,PM10,57.81
ST030,2026-01-02 00:00:00,PM10,40.64
ST030,2026-01-02 04:00:00,PM10,44.12
ST030,2026-01-02 08:00:00,PM10,46.18
ST030,2026-01-02 12:00:00,PM10,38.97
ST030,2026-01-02 16:00:00,PM10,49.3
ST030,2026-01-02 20:00:00,PM10,54.9
ST030,2026-01-03 00:00:00,PM10,35.3
ST030,2026-01-03 04:00:00,PM10,40.87
ST030,2026-01-03 08:00:00,PM10,42.21
ST030,2026-01-03 12:00:00,PM10,34.22
ST030,2026-01-03 16:00:00,PM10,43.94
ST030,2026-01-03 20:00:00,PM10,47.55
ST030,2026-01-04 00:00:00,PM10,
ST030,2026-01-04 04:00:00,PM10,54.09
ST030,2026-01-04 08:00:00,PM10,45.62
ST030,2026-01-04 12:00:00,PM10,
ST030,2026-01-04 16:00:00,PM10,39.15
ST030,2026-01-04 20:00:00,PM10,54.79
ST031,2026-01-01 00:00:00,PM25,
ST031,2026-01-01 04:00:00,PM25,35.24
ST031,2026-01-01 08:00:00,PM25,31.63
ST031,2026-01-01 12:00:00,PM25,28.14
ST031,2026-01-01 16:00:00,PM25,31.65
ST031,2026-01-01 20:00:00,PM25,37.14
ST031,2026-01-02 00:00:00,PM25,22.45
ST031,2026-01-02 04:00:00,PM25,32.41
ST031,2026-01-02 08:00:00,PM25,41.89
ST031,2026-01-02 12:00:00,PM25,25.36
ST031,2026-01-02 16:00:00,PM25,21.1
ST031,2026-01-02 20:00:00,PM25,32.7
ST031,2026-01-03 00:00:00,PM25,16.37
ST031,2026-01-03 04:00:00,PM25,29.3
ST031,2026-01-03 08:00:00,PM25,30.16
ST031,2026-01-03 12:00:00,PM25,23.47
ST031,2026-01-03 16:00:00,PM25,24.17
ST031,2026-01-03 20:00:00,PM25,32.37
ST031,2026-01-04 00:00:00,PM25,27.05
ST031,2026-01-04 04:00:00,PM25,25.71
ST031,2026-01-04 08:00:00,PM25,22.02
ST031,2026-01-04 12:00:00,PM25,23.37
ST031,2026-01-04 16:00:00,PM25,18.71
ST031,2026-01-04 20:00:00,PM25,31.55
ST032,2026-01-01 00:00:00,PM25,28.57
ST032,2026-01-01 04:00:00,PM25,36.0
ST032,2026-01-01 08:00:00,PM25,31.44
ST032,2026-01-01 12:00:00,PM25,
ST032,2026-01-01 16:00:00,PM25,37.09
ST032,2026-01-01 20:00:00,PM25,36.7
ST032,2026-01-02 00:00:00,PM25,24.55
ST032,2026-01-02 04:00:00,PM25,36.7
ST032,2026-01-02 08:00:00,PM25,39.15
ST032,2026-01-02 12:00:00,PM25,29.71
ST032,2026-01-02 16:00:00,PM25,27.98
ST032,2026-01-02 20:00:00,PM25,45.9
ST032,2026-01-03 00:00:00,PM25,28.76
ST032,2026-01-03 04:00:00,PM25,33.69
ST032,2026-01-03 08:00:00,PM25,24.22
ST032,2026-01-03 12:00:00,PM25,29.26
ST032,2026-01-03 16:00:00,PM25,24.41
ST032,2026-01-03 20:00:00,PM25,40.89
ST032,2026-01-04 00:00:00,PM25,
ST032,2026-01-04 04:00:00,PM25,34.45
ST032,2026-01-04 08:00:00,PM25,29.63
ST032,2026-01-04 12:00:00,PM25,23.47
ST032,2026-01-04 16:00:00,PM25,29.0
ST032,2026-01-04 20:00:00,PM25,31.11
ST033,2026-01-01 00:00:00,PM25,21.71
ST033,2026-01-01 04:00:00,PM25,20.7
ST033,2026-01-01 08:00:00,PM25,
ST033,2026-01-01 12:00:00,PM25,
ST033,2026-01-01 16:00:00,PM25,17.94
ST033,2026-01-01 20:00:00,PM25,21.97
ST033,2026-01-02 00:00:00,PM25,21.03
ST033,2026-01-02 04:00:00,PM25,19.6
ST033,2026-01-02 08:00:00,PM25,14.45
ST033,2026-01-02 12:00:00,PM25,14.44
ST033,2026-01-02 16:00:00,PM25,13.85
ST033,2026-01-02 20:00:00,PM25,23.86
ST033,2026-01-03 00:00:00,PM25,24.0
ST033,2026-01-03 04:00:00,PM25,15.71
ST033,2026-01-03 08:00:00,PM25,26.3
ST033,2026-01-03 12:00:00,PM25,14.68
ST033,2026-01-03 16:00:00,PM25,14.93
ST033,2026-01-03 20:00:00,PM25,23.38
ST033,2026-01-04 00:00:00,PM25,7.71
ST033,2026-01-04 04:00:00,PM25,16.15
ST033,2026-01-04 08:00:00,PM25,10.87
ST033,2026-01-04 12:00:00,PM25,19.81
ST033,2026-01-04 16:00:00,PM25,12.81
ST033,2026-01-04 20:00:00,PM25,20.05
ST034,2026-01-01 00:00:00,PM25,19.14
ST034,2026-01-01 04:00:00,PM25,20.28
ST034,2026-01-01 08:00:00,PM25,14.84
ST034,2026-01-01 12:00:00,PM25,15.47
ST034,2026-01-01 16:00:00,PM25,15.06
ST034,2026-01-01 20:00:00,PM25,21.07
ST034,2026-01-02 00:00:00,PM25,14.73
ST034,2026-01-02 04:00:00,PM25,24.87
ST034,2026-01-02 08:00:00,PM25,18.89
ST034,2026-01-02 12:00:00,PM25,23.86
ST034,2026-01-02 16:00:00,PM25,13.24
ST034,2026-01-02 20:00:00,PM25,19.37
ST034,2026-01-03 00:00:00,PM25,
ST034,2026-01-03 04:00:00,PM25,11.16
ST034,2026-01-03 08:00:00,PM25,10.63
ST034,2026-01-03 12:00:00,PM25,12.9
ST034,2026-01-03 16:00:00,PM25,17.07
ST034,2026-01-03 20:00:00,PM25,15.33
ST034,2026-01-04 00:00:00,PM25,21.55
ST034,2026-01-04 04:00:00,PM25,20.78
ST034,2026-01-04 08:00:00,PM25,17.9
ST034,2026-01-04 12:00:00,PM25,15.07
ST034,2026-01-04 16:00:00,PM25,14.54
ST034,2026-01-04 20:00:00,PM25,15.26
ST035,2026-01-01 00:00:00,PM10,41.87
ST035,2026-01-01 04:00:00,PM10,
ST035,2026-01-01 08:00:00,PM10,24.86
ST035,2026-01-01 12:00:00,PM10,24.71
ST035,2026-01-01 16:00:00,PM10,16.74
ST035,2026-01-01 20:00:00,PM10,42.02
ST035,2026-01-02 00:00:00,PM10,28.74
ST035,2026-01-02 04:00:00,PM10,28.93
ST035,2026-01-02 08:00:00,PM10,22.95
ST035,2026-01-02 12:00:00,PM10,25.39
ST035,2026-01-02 16:00:00,PM10,20.77
ST035,2026-01-02 20:00:00,PM10,35.71
ST035,2026-01-03 00:00:00,PM10,29.47
ST035,2026-01-03 04:00:00,PM10,28.28
ST035,2026-01-03 08:00:00,PM10,34.18
ST035,2026-01-03 12:00:00,PM10,
ST035,2026-01-03 16:00:00,PM10,18.7
ST035,2026-01-03 20:00:00,PM10,28.14
ST035,2026-01-04 00:00:00,PM10,23.55
ST035,2026-01-04 04:00:00,PM10,21.99
ST035,2026-01-04 08:00:00,PM10,28.76
ST035,2026-01-04 12:00:00,PM10,17.96
ST035,2026-01-04 16:00:00,PM10,24.75
ST035,2026-01-04 20:00:00,PM10,33.57
ST036,2026-01-01 00:00:00,PM25,24.16
ST036,2026-01-01 04:00:00,PM25,33.32
ST036,2026-01-01 08:00:00,PM25,25.52
ST036,2026-01-01 12:00:00,PM25,26.0
ST036,2026-01-01 16:00:00,PM25,
ST036,2026-01-01 20:00:00,PM25,36.27
ST036,2026-01-02 00:00:00,PM25,30.86
ST036,2026-01-02 04:00:00,PM25,31.88
ST036,2026-01-02 08:00:00,PM25,21.36
ST036,2026-01-02 12:00:00,PM25,24.74
ST036,2026-01-02 16:00:00,PM25,28.48
ST036,2026-01-02 20:00:00,PM25,33.64
ST036,2026-01-03 00:00:00,PM25,24.22
ST036,2026-01-03 04:00:00,PM25,24.13
ST036,2026-01-03 08:00:00,PM25,11.2
ST036,2026-01-03 12:00:00,PM25,16.73
ST036,2026-01-03 16:00:00,PM25,28.29
ST036,2026-01-03 20:00:00,PM25,32.2
ST036,2026-01-04 00:00:00,PM25,14.65
ST036,2026-01-04 04:00:00,PM25,28.16
ST036,2026-01-04 08:00:00,PM25,19.64
ST036,2026-01-04 12:00:00,PM25,22.61
ST036,2026-01-04 16:00:00,PM25,25.3
ST036,2026-01-04 20:00:00,PM25,26.75
ST037,2026-01-01 00:00:00,PM25,25.44
ST037,2026-01-01 04:00:00,PM25,21.7
ST037,2026-01-01 08:00:00,PM25,30.61
ST037,2026-01-01 12:00:00,PM25,22.28
ST037,2026-01-01 16:00:00,PM25,21.54
ST037,2026-01-01 20:00:00,PM25,39.23
ST037,2026-01-02 00:00:00,PM25,25.7
ST037,2026-01-02 04:00:00,PM25,32.36
ST037,2026-01-02 08:00:00,PM25,
ST037,2026-01-02 12:00:00,PM25,18.98
ST037,2026-01-02 16:00:00,PM25,33.29
ST037,2026-01-02 20:00:00,PM25,32.61
ST037,2026-01-03 00:00:00,PM25,
ST037,2026-01-03 04:00:00,PM25,29.88
ST037,2026-01-03 08:00:00,PM25,9.97
ST037,2026-01-03 12:00:00,PM25,19.86
ST037,2026-01-03 16:00:00,PM25,23.03
ST037,2026-01-03 20:00:00,PM25,25.0
ST037,2026-01-04 00:00:00,PM25,17.38
ST037,2026-01-04 04:00:00,PM25,
ST037,2026-01-04 08:00:00,PM25,20.03
ST037,2026-01-04 12:00:00,PM25,14.55
ST037,2026-01-04 16:00:00,PM25,21.64
ST037,2026-01-04 20:00:00,PM25,25.97
ST038,2026-01-01 00:00:00,PM25,19.77
ST038,2026-01-01 04:00:00,PM25,16.45
ST038,2026-01-01 08:00:00,PM25,14.81
ST038,2026-01-01 12:00:00,PM25,13.19
ST038,2026-01-01 16:00:00,PM25,15.28
ST038,2026-01-01 20:00:00,PM25,
ST038,2026-01-02 00:00:00,PM25,14.65
ST038,2026-01-02 04:00:00,PM25,17.46
ST038,2026-01-02 08:00:00,PM25,7.93
ST038,2026-01-02 12:00:00,PM25,
ST038,2026-01-02 16:00:00,PM25,18.08
ST038,2026-01-02 20:00:00,PM25,17.45
ST038,2026-01-03 00:00:00,PM25,16.21
ST038,2026-01-03 04:00:00,PM25,8.42
ST038,2026-01-03 08:00:00,PM25,
ST038,2026-01-03 12:00:00,PM25,8.65
ST038,2026-01-03 16:00:00,PM25,7.13
ST038,2026-01-03 20:00:00,PM25,14.56
ST038,2026-01-04 00:00:00,PM25,
ST038,2026-01-04 04:00:00,PM25,7.85
ST038,2026-01-04 08:00:00,PM25,16.91
ST038,2026-01-04 12:00:00,PM25,
ST038,2026-01-04 16:00:00,PM25,
ST038,2026-01-04 20:00:00,PM25,18.6
ST039,2026-01-01 00:00:00,PM25,23.16
ST039,2026-01-01 04:00:00,PM25,29.83
ST039,2026-01-01 08:00:00,PM25,18.79
ST039,2026-01-01 12:00:00,PM25,17.62
ST039,2026-01-01 16:00:00,PM25,23.78
ST039,2026-01-01 20:00:00,PM25,36.13
ST039,2026-01-02 00:00:00,PM25,26.83
ST039,2026-01-02 04:00:00,PM25,19.06
ST039,2026-01-02 08:00:00,PM25,19.4
ST039,2026-01-02 12:00:00,PM25,18.04
ST039,2026-01-02 16:00:00,PM25,25.53
ST039,2026-01-02 20:00:00,PM25,32.66
ST039,2026-01-03 00:00:00,PM25,18.05
ST039,2026-01-03 04:00:00,PM25,16.01
ST039,2026-01-03 08:00:00,PM25,
ST039,2026-01-03 12:00:00,PM25,19.19
ST039,2026-01-03 16:00:00,PM25,24.85
ST039,2026-01-03 20:00:00,PM25,23.57
ST039,2026-01-04 00:00:00,PM25,24.21
ST039,2026-01-04 04:00:00,PM25,16.55
ST039,2026-01-04 08:00:00,PM25,15.29
ST039,2026-01-04 12:00:00,PM25,11.98
ST039,2026-01-04 16:00:00,PM25,19.41
ST039,2026-01-04 20:00:00,PM25,
ST040,2026-01-01 00:00:00,PM10,200.12
ST040,2026-01-01 04:00:00,PM10,161.46
ST040,2026-01-01 08:00:00,PM10,168.41
ST040,2026-01-01 12:00:00,PM10,166.18
ST040,2026-01-01 16:00:00,PM10,175.15
ST040,2026-01-01 20:00:00,PM10,212.24
ST040,2026-01-02 00:00:00,PM10,176.36
ST040,2026-01-02 04:00:00,PM10,170.27
ST040,2026-01-02 08:00:00,PM10,157.23
ST040,2026-01-02 12:00:00,PM10,170.67
ST040,2026-01-02 16:00:00,PM10,189.36
ST040,2026-01-02 20:00:00,PM10,199.03
ST040,2026-01-03 00:00:00,PM10,175.64
ST040,2026-01-03 04:00:00,PM10,
ST040,2026-01-03 08:00:00,PM10,146.02
ST040,2026-01-03 12:00:00,PM10,141.87
ST040,2026-01-03 16:00:00,PM10,176.94
ST040,2026-01-03 20:00:00,PM10,176.93
ST040,2026-01-04 00:00:00,PM10,168.56
ST040,2026-01-04 04:00:00,PM10,160.46
ST040,2026-01-04 08:00:00,PM10,122.82
ST040,2026-01-04 12:00:00,PM10,146.34
ST040,2026-01-04 16:00:00,PM10,165.97
ST040,2026-01-04 20:00:00,PM10,188.5
ST041,2026-01-01 00:00:00,PM25,21.47
ST041,2026-01-01 04:00:00,PM25,17.1
ST041,2026-01-01 08:00:00,PM25,17.34
ST041,2026-01-01 12:00:00,PM25,16.89
ST041,2026-01-01 16:00:00,PM25,27.72
ST041,2026-01-01 20:00:00,PM25,21.12
ST041,2026-01-02 00:00:00,PM25,
ST041,2026-01-02 04:00:00,PM25,21.86
ST041,2026-01-02 08:00:00,PM25,10.17
ST041,2026-01-02 12:00:00,PM25,12.92
ST041,2026-01-02 16:00:00,PM25,20.79
ST041,2026-01-02 20:00:00,PM25,28.01
ST041,2026-01-03 00:00:00,PM25,19.29
ST041,2026-01-03 04:00:00,PM25,21.76
ST041,2026-01-03 08:00:00,PM25,17.54
ST041,2026-01-03 12:00:00,PM25,19.53
ST041,2026-01-03 16:00:00,PM25,17.21
ST041,2026-01-03 20:00:00,PM25,24.31
ST041,2026-01-04 00:00:00,PM25,24.2
ST041,2026-01-04 04:00:00,PM25,20.08
ST041,2026-01-04 08:00:00,PM25,9.65
ST041,2026-01-04 12:00:00,PM25,11.19
ST041,2026-01-04 16:00:00,PM25,13.46
ST041,2026-01-04 20:00:00,PM25,
ST042,2026-01-01 00:00:00,PM25,32.26
ST042,2026-01-01 04:00:00,PM25,35.31
ST042,2026-01-01 08:00:00,PM25,27.05
ST042,2026-01-01 12:00:00,PM25,25.22
ST042,2026-01-01 16:00:00,PM25,27.82
ST042,2026-01-01 20:00:00,PM25,26.96
ST042,2026-01-02 00:00:00,PM25,18.02
ST042,2026-01-02 04:00:00,PM25,30.49
ST042,2026-01-02 08:00:00,PM25,28.52
ST042,2026-01-02 12:00:00,PM25,33.62
ST042,2026-01-02 16:00:00,PM25,38.05
ST042,2026-01-02 20:00:00,PM25,38.9
ST042,2026-01-03 00:00:00,PM25,28.12
ST042,2026-01-03 04:00:00,PM25,36.76
ST042,2026-01-03 08:00:00,PM25,29.52
ST042,2026-01-03 12:00:00,PM25,27.44
ST042,2026-01-03 16:00:00,PM25,30.7
ST042,2026-01-03 20:00:00,PM25,30.84
ST042,2026-01-04 00:00:00,PM25,28.73
ST042,2026-01-04 04:00:00,PM25,30.25
ST042,2026-01-04 08:00:00,PM25,25.45
ST042,2026-01-04 12:00:00,PM25,21.25
ST042,2026-01-04 16:00:00,PM25,31.91
ST042,2026-01-04 20:00:00,PM25,33.28
ST043,2026-01-01 00:00:00,PM25,31.66
ST043,2026-01-01 04:00:00,PM25,33.42
ST043,2026-01-01 08:00:00,PM25,22.79
ST043,2026-01-01 12:00:00,PM25,22.99
ST043,2026-01-01 16:00:00,PM25,26.73
ST043,2026-01-01 20:00:00,PM25,32.64
ST043,2026-01-02 00:00:00,PM25,27.45
ST043,2026-01-02 04:00:00,PM25,23.75
ST043,2026-01-02 08:00:00,PM25,30.67
ST043,2026-01-02 12:00:00,PM25,29.56
ST043,2026-01-02 16:00:00,PM25,28.29
ST043,2026-01-02 20:00:00,PM25,27.83
ST043,2026-01-03 00:00:00,PM25,34.4
ST043,2026-01-03 04:00:00,PM25,25.26
ST043,2026-01-03 08:00:00,PM25,20.05
ST043,2026-01-03 12:00:00,PM25,21.92
ST043,2026-01-03 16:00:00,PM25,23.93
ST043,2026-01-03 20:00:00,PM25,37.02
ST043,2026-01-04 00:00:00,PM25,20.26
ST043,2026-01-04 04:00:00,PM25,34.7
ST043,2026-01-04 08:00:00,PM25,23.05
ST043,2026-01-04 12:00:00,PM25,16.23
ST043,2026-01-04 16:00:00,PM25,19.67
ST043,2026-01-04 20:00:00,PM25,
ST044,2026-01-01 00:00:00,PM25,23.14
ST044,2026-01-01 04:00:00,PM25,23.44
ST044,2026-01-01 08:00:00,PM25,
ST044,2026-01-01 12:00:00,PM25,17.92
ST044,2026-01-01 16:00:00,PM25,15.2
ST044,2026-01-01 20:00:00,PM25,25.66
ST044,2026-01-02 00:00:00,PM25,23.04
ST044,2026-01-02 04:00:00,PM25,18.58
ST044,2026-01-02 08:00:00,PM25,5.41
ST044,2026-01-02 12:00:00,PM25,14.39
ST044,2026-01-02 16:00:00,PM25,5.29
ST044,2026-01-02 20:00:00,PM25,18.16
ST044,2026-01-03 00:00:00,PM25,15.16
ST044,2026-01-03 04:00:00,PM25,25.03
ST044,2026-01-03 08:00:00,PM25,14.02
ST044,2026-01-03 12:00:00,PM25,10.92
ST044,2026-01-03 16:00:00,PM25,18.39
ST044,2026-01-03 20:00:00,PM25,17.15
ST044,2026-01-04 00:00:00,PM25,15.43
ST044,2026-01-04 04:00:00,PM25,21.49
ST044,2026-01-04 08:00:00,PM25,14.43
ST044,2026-01-04 12:00:00,PM25,15.9
ST044,2026-01-04 16:00:00,PM25,10.69
ST044,2026-01-04 20:00:00,PM25,26.64
ST045,2026-01-01 00:00:00,PM10,50.01
ST045,2026-01-01 04:00:00,PM10,
ST045,2026-01-01 08:00:00,PM10,48.51
ST045,2026-01-01 12:00:00,PM10,47.27
ST045,2026-01-01 16:00:00,PM10,58.49
ST045,2026-01-01 20:00:00,PM10,51.82
ST045,2026-01-02 00:00:00,PM10,47.6
ST045,2026-01-02 04:00:00,PM10,59.94
ST045,2026-01-02 08:00:00,PM10,
ST045,2026-01-02 12:00:00,PM10,53.53
ST045,2026-01-02 16:00:00,PM10,46.76
ST045,2026-01-02 20:00:00,PM10,49.09
ST045,2026-01-03 00:00:00,PM10,49.37
ST045,2026-01-03 04:00:00,PM10,
ST045,2026-01-03 08:00:00,PM10,
ST045,2026-01-03 12:00:00,PM10,39.39
ST045,2026-01-03 16:00:00,PM10,51.52
ST045,2026-01-03 20:00:00,PM10,61.14
ST045,2026-01-04 00:00:00,PM10,55.27
ST045,2026-01-04 04:00:00,PM10,56.3
ST045,2026-01-04 08:00:00,PM10,47.0
ST045,2026-01-04 12:00:00,PM10,37.79
ST045,2026-01-04 16:00:00,PM10,48.89
ST045,2026-01-04 20:00:00,PM10,50.09
ST046,2026-01-01 00:00:00,PM25,33.1
ST046,2026-01-01 04:00:00,PM25,32.6
ST046,2026-01-01 08:00:00,PM25,27.9
ST046,2026-01-01 12:00:00,PM25,30.37
ST046,2026-01-01 16:00:00,PM25,
ST046,2026-01-01 20:00:00,PM25,34.28
ST046,2026-01-02 00:00:00,PM25,35.64
ST046,2026-01-02 04:00:00,PM25,39.86
ST046,2026-01-02 08:00:00,PM25,30.89
ST046,2026-01-02 12:00:00,PM25,28.66
ST046,2026-01-02 16:00:00,PM25,27.93
ST046,2026-01-02 20:00:00,PM25,39.7
ST046,2026-01-03 00:00:00,PM25,27.6
ST046,2026-01-03 04:00:00,PM25,
ST046,2026-01-03 08:00:00,PM25,35.04
ST046,2026-01-03 12:00:00,PM25,24.84
ST046,2026-01-03 16:00:00,PM25,29.15
ST046,2026-01-03 20:00:00,PM25,24.61
ST046,2026-01-04 00:00:00,PM25,22.71
ST046,2026-01-04 04:00:00,PM25,32.26
ST046,2026-01-04 08:00:00,PM25,27.26
ST046,2026-01-04 12:00:00,PM25,24.65
ST046,2026-01-04 16:00:00,PM25,
ST046,2026-01-04 20:00:00,PM25,33.52
ST047,2026-01-01 00:00:00,PM25,11.92
ST047,2026-01-01 04:00:00,PM25,18.96
ST047,2026-01-01 08:00:00,PM25,18.48
ST047,2026-01-01 12:00:00,PM25,22.77
ST047,2026-01-01 16:00:00,PM25,
ST047,2026-01-01 20:00:00,PM25,29.89
ST047,2026-01-02 00:00:00,PM25,11.28
ST047,2026-01-02 04:00:00,PM25,22.91
ST047,2026-01-02 08:00:00,PM25,19.04
ST047,2026-01-02 12:00:00,PM25,
ST047,2026-01-02 16:00:00,PM25,
ST047,2026-01-02 20:00:00,PM25,15.81
ST047,2026-01-03 00:00:00,PM25,19.34
ST047,2026-01-03 04:00:00,PM25,19.09
ST047,2026-01-03 08:00:00,PM25,
ST047,2026-01-03 12:00:00,PM25,5.19
ST047,2026-01-03 16:00:00,PM25,6.86
ST047,2026-01-03 20:00:00,PM25,19.96
ST047,2026-01-04 00:00:00,PM25,21.37
ST047,2026-01-04 04:00:00,PM25,22.62
ST047,2026-01-04 08:00:00,PM25,
ST047,2026-01-04 12:00:00,PM25,15.07
ST047,2026-01-04 16:00:00,PM25,8.29
ST047,2026-01-04 20:00:00,PM25,18.18
ST048,2026-01-01 00:00:00,PM25,25.3
ST048,2026-01-01 04:00:00,PM25,24.88
ST048,2026-01-01 08:00:00,PM25,13.28
